,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1748533000.0,1562249000.0,2104561000.0,555805000.0,
Repurchase Of Capital Stock,-1224335000.0,-1218596000.0,-1011991000.0,-1088999000.0,
Repayment Of Debt,-24508000.0,-355826000.0,-210374000.0,-2913268000.0,
Issuance Of Debt,5432000.0,27279000.0,0.0,2869000000.0,
Capital Expenditure,-122716000.0,-118545000.0,-92201000.0,-112661000.0,
Interest Paid Supplemental Data,17248000.0,26052000.0,10786000.0,1797000.0,
Income Tax Paid Supplemental Data,698756000.0,739680000.0,784453000.0,641948000.0,
End Cash Position,2008776000.0,1653680000.0,1849177000.0,1094553000.0,
Beginning Cash Position,1653680000.0,1849177000.0,1094553000.0,1833565000.0,
Changes In Cash,355096000.0,-195497000.0,754624000.0,-739012000.0,
Financing Cash Flow,-1435729000.0,-1781815000.0,-1313043000.0,-1235735000.0,
Cash Flow From Continuing Financing Activities,-1435729000.0,-1781815000.0,-1313043000.0,-1235735000.0,
Net Other Financing Charges,-15634000.0,-66965000.0,51781000.0,41647000.0,
Proceeds From Stock Option Exercised,,,0.0,0.0,11000.0
Cash Dividends Paid,-176684000.0,-167707000.0,-142459000.0,-144115000.0,
Common Stock Dividend Paid,-176684000.0,-167707000.0,-142459000.0,-144115000.0,
Net Common Stock Issuance,-1224335000.0,-1218596000.0,-1011991000.0,-1088999000.0,
Common Stock Payments,-1224335000.0,-1218596000.0,-1011991000.0,-1088999000.0,
Net Issuance Payments Of Debt,-19076000.0,-328547000.0,-210374000.0,-44268000.0,
Net Short Term Debt Issuance,,,,0.0,0.0
Short Term Debt Payments,,,,-2869000000.0,0.0
Short Term Debt Issuance,,,,2869000000.0,0.0
Net Long Term Debt Issuance,-19076000.0,-328547000.0,-210374000.0,-44268000.0,
Long Term Debt Payments,-24508000.0,-355826000.0,-210374000.0,-2913268000.0,
Long Term Debt Issuance,5432000.0,27279000.0,0.0,2869000000.0,
Investing Cash Flow,-80424000.0,-94476000.0,-129095000.0,-171743000.0,
Cash Flow From Continuing Investing Activities,-80424000.0,-94476000.0,-129095000.0,-171743000.0,
Net Other Investing Changes,-5707000.0,30927000.0,-16756000.0,-5685000.0,
Dividends Received Cfi,63743000.0,9179000.0,3265000.0,21704000.0,
Net Business Purchase And Sale,-15744000.0,-16037000.0,-23403000.0,-75101000.0,
Purchase Of Business,-15744000.0,-16037000.0,-23403000.0,-75101000.0,
Capital Expenditure Reported,-122716000.0,-118545000.0,-92201000.0,-112661000.0,
Operating Cash Flow,1871249000.0,1680794000.0,2196762000.0,668466000.0,
Cash Flow From Continuing Operating Activities,1871249000.0,1680794000.0,2196762000.0,668466000.0,
Change In Working Capital,-731072000.0,-1676885000.0,-680597000.0,-2235900000.0,
Change In Other Current Assets,-293904000.0,-489623000.0,-290631000.0,-140761000.0,
Change In Payables And Accrued Expense,-239713000.0,-286460000.0,-196884000.0,-104759000.0,
Change In Payable,-239713000.0,-286460000.0,-196884000.0,-104759000.0,
Change In Account Payable,-239713000.0,-286460000.0,-196884000.0,-104759000.0,
Change In Inventory,-213372000.0,-787475000.0,-354016000.0,-2256690000.0,
Change In Receivables,15917000.0,-113327000.0,160934000.0,266310000.0,
Other Non Cash Items,127225000.0,21112000.0,41694000.0,68087000.0,
Stock Based Compensation,54823000.0,54690000.0,48200000.0,42989000.0,
Asset Impairment Charge,78182000.0,0.0,0.0,66656000.0,
Deferred Tax,10779000.0,151097000.0,104266000.0,106584000.0,
Deferred Income Tax,10779000.0,151097000.0,104266000.0,106584000.0,
Depreciation Amortization Depletion,112507000.0,89162000.0,80824000.0,70918000.0,
Depreciation And Amortization,112507000.0,89162000.0,80824000.0,70918000.0,
Operating Gains Losses,75000.0,-41644000.0,3000.0,-1529000.0,
Earnings Losses From Equity Investments,75000.0,-41644000.0,3000.0,-1529000.0,
Net Income From Continuing Operations,2218730000.0,3083262000.0,2602372000.0,2617317000.0,
