,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,646853000.0,852206000.0,761381000.0,587438000.0,545052000.0,
Repayment Of Debt,-120040000.0,-68320000.0,-1433179000.0,-134277000.0,-141833000.0,
Issuance Of Debt,2011532000.0,994832000.0,1359325000.0,0.0,194222000.0,
Issuance Of Capital Stock,2063348000.0,2870097000.0,1975018000.0,1992403000.0,2153414000.0,
Capital Expenditure,-7476000.0,-6150000.0,-8653000.0,-11520000.0,-14160000.0,
Interest Paid Supplemental Data,206250000.0,121331000.0,122975000.0,129033000.0,202381000.0,
Income Tax Paid Supplemental Data,429000.0,3456000.0,7577000.0,11300000.0,32000.0,
End Cash Position,5209539000.0,6940573000.0,4523511000.0,3610285000.0,3711457000.0,
Beginning Cash Position,6940573000.0,4523511000.0,3610285000.0,3711457000.0,3784408000.0,
Effect Of Exchange Rate Changes,37204000.0,-51484000.0,123830000.0,19844000.0,-16764000.0,
Changes In Cash,-1768238000.0,2468546000.0,789396000.0,-121016000.0,-56187000.0,
Financing Cash Flow,3032604000.0,3240495000.0,1418496000.0,1308165000.0,1590064000.0,
Cash Flow From Continuing Financing Activities,3032604000.0,3240495000.0,1418496000.0,1308165000.0,1590064000.0,
Net Other Financing Charges,-412618000.0,-59196000.0,-43611000.0,-117595000.0,-197510000.0,
Cash Dividends Paid,-509618000.0,-496918000.0,-439057000.0,-432366000.0,-418229000.0,
Net Common Stock Issuance,2063348000.0,2870097000.0,1975018000.0,1992403000.0,2153414000.0,
Common Stock Issuance,2063348000.0,2870097000.0,1975018000.0,1992403000.0,2153414000.0,
Net Issuance Payments Of Debt,1891492000.0,926512000.0,-73854000.0,-134277000.0,52389000.0,
Net Long Term Debt Issuance,1891492000.0,926512000.0,-73854000.0,-134277000.0,52389000.0,
Long Term Debt Payments,-120040000.0,-68320000.0,-1433179000.0,-134277000.0,-141833000.0,
Long Term Debt Issuance,2011532000.0,994832000.0,1359325000.0,0.0,194222000.0,
Investing Cash Flow,-5455171000.0,-1630305000.0,-1399134000.0,-2028139000.0,-2205463000.0,
Cash Flow From Continuing Investing Activities,-5455171000.0,-1630305000.0,-1399134000.0,-2028139000.0,-2205463000.0,
Net Other Investing Changes,-240493000.0,-350288000.0,41095000.0,80700000.0,23736000.0,
Dividends Received Cfi,130346000.0,141304000.0,26365000.0,12395000.0,12698000.0,
Net Investment Purchase And Sale,14703000.0,-23919000.0,-46057000.0,-21369000.0,-2375000.0,
Sale Of Investment,,,,37831000.0,9381000.0,4081000.0
Purchase Of Investment,14703000.0,-23919000.0,-8226000.0,-59200000.0,-11756000.0,
Net Investment Properties Purchase And Sale,4718458000.0,-247201000.0,-252107000.0,-48874000.0,-323432000.0,
Sale Of Investment Properties,5136183000.0,111278000.0,93146000.0,317663000.0,190751000.0,
Purchase Of Investment Properties,-417725000.0,-358479000.0,-345253000.0,-366537000.0,-514183000.0,
Net Business Purchase And Sale,-10070709000.0,-1144051000.0,-1159777000.0,-2039471000.0,-1901930000.0,
Purchase Of Business,-10070709000.0,-1144051000.0,-1159777000.0,-2039471000.0,-1901930000.0,
Capital Expenditure Reported,-7476000.0,-6150000.0,-8653000.0,-11520000.0,-14160000.0,
Operating Cash Flow,654329000.0,858356000.0,770034000.0,598958000.0,559212000.0,
Cash Flow From Continuing Operating Activities,654329000.0,858356000.0,770034000.0,598958000.0,559212000.0,
Dividend Received Cfo,3312000.0,6519000.0,7860000.0,4160000.0,6671000.0,
Change In Working Capital,-157839000.0,41264000.0,-28189000.0,-136019000.0,-84962000.0,
Change In Payables And Accrued Expense,-104837000.0,110012000.0,16030000.0,-105111000.0,-109385000.0,
Change In Accrued Expense,-104837000.0,110012000.0,16030000.0,-105111000.0,-109385000.0,
Change In Receivables,-53002000.0,-68748000.0,-44219000.0,-30908000.0,24423000.0,
Other Non Cash Items,-77313000.0,-55301000.0,-48754000.0,-43893000.0,15946000.0,
Stock Based Compensation,1508384000.0,15586000.0,15257000.0,17505000.0,13513000.0,
Provisionand Write Offof Assets,-7384000.0,1088000.0,-1113000.0,-2007000.0,-245000.0,
Asset Impairment Charge,45924000.0,3081000.0,19876000.0,52402000.0,23647000.0,
Depreciation Amortization Depletion,606878000.0,523666000.0,508346000.0,499638000.0,484615000.0,
Depreciation And Amortization,606878000.0,523666000.0,508346000.0,499638000.0,484615000.0,
Amortization Cash Flow,12727000.0,13854000.0,13310000.0,13769000.0,4209000.0,
Amortization Of Intangibles,12727000.0,13854000.0,13310000.0,13769000.0,4209000.0,
Depreciation,594151000.0,509812000.0,495036000.0,485869000.0,480406000.0,
Operating Gains Losses,-1385400000.0,40267000.0,-7867000.0,-50094000.0,-23726000.0,
Earnings Losses From Equity Investments,-4442000.0,12610000.0,7392000.0,-1263000.0,-6429000.0,
Gain Loss On Investment Securities,-1384047000.0,27657000.0,-15259000.0,-54987000.0,-17297000.0,
Net Income From Continuing Operations,117767000.0,282186000.0,304618000.0,257266000.0,123753000.0,
