period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3204032390,3171000000,3229425180,3,2423087000,0.3223
+1q,3324486080,3299000000,3355958230,3,2548244000,0.3046
0y,13931766960,13174151310,15563889000,7,10838034000,0.2855
+1y,15796217360,14140006800,18297383000,6,13931766960,0.1338
