period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1775429560,1763400000,1797000000,17,1497879000,0.18530001
+1q,1899703210,1832500000,1965000000,17,1529400000,0.24209999
0y,6944459360,6711000000,7242000000,20,5810100000,0.19520001
+1y,8715396330,7813000000,9903000000,20,6944459360,0.255
