period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,5.48007,5.29,5.7,5.07,11,0.0809
+1q,5.34832,5.24,5.52,4.96,10,0.0783
0y,21.75287,21.14,22.46,19.73,13,0.1025
+1y,23.34374,21.84,24.75,21.75287,13,0.0731
