,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.098500006,265758185,78675055358,-0.0005
1,2025-12-31,Blackrock Inc.,0.0785,211596732,62641098349,0.0115
2,2025-12-31,State Street Corporation,0.0465,125342135,37106286716,0.0011999999
3,2025-12-31,Morgan Stanley,0.024600001,66385268,19652695305,0.014400001
4,2025-12-31,"Geode Capital Management, LLC",0.0227,61268688,18137982919,-0.0002
5,2025-12-31,Bank of America Corporation,0.021,56719109,16791125513,-0.0179
6,2025-12-31,"FMR, LLC",0.013200001,35700719,10568841157,-0.0784
7,2025-12-31,NORGES BANK,0.013099999,35368681,10470544625,-0.004
8,2025-12-31,Northern Trust Corporation,0.0117,31672762,9376404733,-0.0212
9,2025-12-31,Price (T.Rowe) Associates Inc,0.0104,27942349,8272053236,-0.037100002
