Date,Stock Splits
1993-09-30 00:00:00-04:00,2.0
1995-12-04 00:00:00-05:00,2.0
1999-03-22 00:00:00-05:00,2.0
2001-04-30 00:00:00-04:00,2.0
2005-10-24 00:00:00-04:00,2.0
2015-04-09 00:00:00-04:00,2.0
