,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,199500000.0,201300000.0,326400000.0,189896000.0,243600000.0,
Repurchase Of Capital Stock,-50100000.0,-100500000.0,-10600000.0,-263000.0,-100500000.0,
Repayment Of Debt,0.0,-4300000.0,-155500000.0,-127312000.0,-54100000.0,
Capital Expenditure,-98700000.0,-86500000.0,-93600000.0,-70885000.0,-89200000.0,
End Cash Position,423700000.0,319200000.0,279700000.0,171701000.0,155200000.0,
Beginning Cash Position,319200000.0,279700000.0,171700000.0,155178000.0,172200000.0,
Effect Of Exchange Rate Changes,2900000.0,-900000.0,9600000.0,3613000.0,-11500000.0,
Changes In Cash,101600000.0,40400000.0,98400000.0,12910000.0,-5500000.0,
Financing Cash Flow,-98000000.0,-159200000.0,-213100000.0,-178071000.0,-214400000.0,
Cash Flow From Continuing Financing Activities,-98100000.0,-159200000.0,-213100000.0,-178071000.0,-214500000.0,
Net Other Financing Charges,-1400000.0,-100000.0,-100000.0,-579000.0,-3900000.0,
Proceeds From Stock Option Exercised,15400000.0,7600000.0,9300000.0,6089000.0,300000.0,
Cash Dividends Paid,-61900000.0,-61900000.0,-56200000.0,-56006000.0,-56200000.0,
Common Stock Dividend Paid,-61900000.0,-61900000.0,-56200000.0,-56006000.0,-56200000.0,
Net Common Stock Issuance,-50100000.0,-100500000.0,-10600000.0,-263000.0,-100500000.0,
Common Stock Payments,-50100000.0,-100500000.0,-10600000.0,-263000.0,-100500000.0,
Net Issuance Payments Of Debt,0.0,-4300000.0,-155500000.0,-127312000.0,-54100000.0,
Net Long Term Debt Issuance,0.0,-4300000.0,-155500000.0,-127312000.0,-54100000.0,
Long Term Debt Payments,0.0,-4300000.0,-155500000.0,-127312000.0,-54100000.0,
Investing Cash Flow,-98500000.0,-88300000.0,-108500000.0,-69800000.0,-123900000.0,
Cash Flow From Continuing Investing Activities,-98400000.0,-88400000.0,-108500000.0,-69800000.0,-123900000.0,
Net Other Investing Changes,,,,,0.0,
Net Investment Purchase And Sale,-5000000.0,,,,0.0,
Purchase Of Investment,-5000000.0,,,,0.0,
Net Business Purchase And Sale,-5100000.0,0.0,-15000000.0,2644000.0,-34700000.0,
Sale Of Business,0.0,0.0,0.0,3124000.0,1500000.0,
Purchase Of Business,-5100000.0,0.0,-15000000.0,-480000.0,-36200000.0,
Net PPE Purchase And Sale,-88300000.0,-86600000.0,-93500000.0,-61694000.0,-89200000.0,
Sale Of PPE,,,100000.0,9191000.0,4000.0,0.0
Purchase Of PPE,-98700000.0,-86500000.0,-93600000.0,-70885000.0,-89200000.0,
Operating Cash Flow,298200000.0,287800000.0,420000000.0,260781000.0,332800000.0,
Cash Flow From Continuing Operating Activities,298200000.0,287700000.0,420000000.0,260781000.0,332700000.0,
Change In Working Capital,-36000000.0,-46600000.0,96200000.0,18266000.0,27400000.0,
Change In Other Current Assets,-15500000.0,6600000.0,18900000.0,-31919000.0,-27000000.0,
Change In Payables And Accrued Expense,-3200000.0,-29700000.0,600000.0,84496000.0,39600000.0,
Change In Accrued Expense,25600000.0,-42900000.0,-9200000.0,43403000.0,30800000.0,
Change In Payable,-28800000.0,13200000.0,9800000.0,41093000.0,8800000.0,
Change In Account Payable,-28800000.0,13200000.0,9800000.0,41093000.0,8800000.0,
Change In Inventory,-1800000.0,-18200000.0,-42500000.0,73799000.0,18000000.0,
Change In Receivables,-15500000.0,-5300000.0,119200000.0,-108110000.0,-3200000.0,
Changes In Account Receivables,-15500000.0,-5300000.0,119200000.0,-108110000.0,-3200000.0,
Other Non Cash Items,-1000000.0,-1200000.0,14500000.0,3411000.0,-7700000.0,
Stock Based Compensation,15700000.0,21200000.0,11900000.0,9791000.0,15300000.0,
Deferred Tax,-100000.0,-100000.0,0.0,-52759000.0,-1700000.0,
Deferred Income Tax,-100000.0,-100000.0,0.0,-52759000.0,-1700000.0,
Depreciation Amortization Depletion,122000000.0,121700000.0,119400000.0,122349000.0,125900000.0,
Operating Gains Losses,3200000.0,,,13648000.0,300000.0,7000000.0
Gain Loss On Sale Of PPE,3200000.0,100000.0,0.0,2731000.0,300000.0,
Gain Loss On Sale Of Business,0.0,300000.0,0.0,10917000.0,0.0,
Net Income From Continuing Operations,194400000.0,192400000.0,178000000.0,146075000.0,173300000.0,
