Date,Stock Splits
1987-09-09 00:00:00-04:00,2.0
1995-01-23 00:00:00-05:00,2.0
1998-06-01 00:00:00-04:00,2.0
2004-05-21 00:00:00-04:00,2.0
2010-06-14 00:00:00-04:00,2.0
2016-07-05 00:00:00-04:00,1.319
2023-10-02 00:00:00-04:00,1.128
