period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.93795,1.92,1.96,1.88,20,0.0308
+1q,1.87228,1.79792,1.93,1.8,20,0.0402
0y,8.40888,8.35,8.51,7.8,24,0.078099996
+1y,9.10957,8.98235,9.42,8.40888,24,0.0833
