period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,6001118560,5960000000,6073000000,18,5741000000,0.045300003
+1q,6145420490,6025570000,6244000000,17,5936000000,0.0353
0y,25621797210,25502000000,25886000000,22,24568000000,0.0429
+1y,27095500890,26650386350,28887000000,22,25621797210,0.0575
