period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,780614360,764843000,792329000,11,731123000,0.0677
+1q,818940610,807347660,853884000,11,780370000,0.0494
0y,3269822400,3256100000,3337231000,12,3088072000,0.0589
+1y,3378685490,3281200000,3493215540,12,3269822400,0.033299997
