,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Tax Effect Of Unusual Items,-3644212.0,-1601175.0,-12227556.0,-1297076.0
Tax Rate For Calcs,0.143,0.185,0.187,0.164
Normalized EBITDA,909316000.0,782892000.0,716046000.0,535219000.0
Total Unusual Items,-25484000.0,-8655000.0,-65388000.0,-7909000.0
Total Unusual Items Excluding Goodwill,-25484000.0,-8655000.0,-65388000.0,-7909000.0
Net Income From Continuing Operation Net Minority Interest,692380000.0,566778000.0,394948000.0,322160000.0
Reconciled Depreciation,92399000.0,106991000.0,112702000.0,115609000.0
Reconciled Cost Of Revenue,573978000.0,557647000.0,593308000.0,539627000.0
EBITDA,883832000.0,774237000.0,650658000.0,527310000.0
EBIT,791433000.0,667246000.0,537956000.0,411701000.0
Normalized Income,714219788.0,573831825.0,448108444.0,328771924.0
Net Income From Continuing And Discontinued Operation,692380000.0,566778000.0,394948000.0,322160000.0
Total Expenses,2296639000.0,2148874000.0,2275213000.0,2284144000.0
Total Operating Income As Reported,765949000.0,658591000.0,472568000.0,403792000.0
Diluted Average Shares,58684000.0,59359000.0,60270000.0,61097000.0
Basic Average Shares,57904000.0,58720000.0,59909000.0,60274000.0
Diluted EPS,11.8,9.55,6.55,5.27
Basic EPS,11.96,9.65,6.59,5.34
Diluted NI Availto Com Stockholders,692380000.0,566778000.0,394948000.0,322160000.0
Net Income Common Stockholders,692380000.0,566778000.0,394948000.0,322160000.0
Net Income,692380000.0,566778000.0,394948000.0,322160000.0
Net Income Including Noncontrolling Interests,692380000.0,566778000.0,394948000.0,322160000.0
Net Income Continuous Operations,692380000.0,566778000.0,394948000.0,322160000.0
Tax Provision,115956000.0,128687000.0,91040000.0,63233000.0
Pretax Income,808336000.0,695465000.0,485988000.0,385393000.0
Other Income Expense,16903000.0,28219000.0,-51968000.0,-26308000.0
Other Non Operating Income Expenses,42387000.0,36874000.0,13420000.0,-18399000.0
Special Income Charges,-25484000.0,-8655000.0,-65388000.0,-7909000.0
Restructuring And Mergern Acquisition,25484000.0,8655000.0,65388000.0,7909000.0
Operating Income,791433000.0,667246000.0,537956000.0,411701000.0
Operating Expense,1722661000.0,1591227000.0,1681905000.0,1744517000.0
Research And Development,539815000.0,490120000.0,540285000.0,543368000.0
Selling General And Administration,1182846000.0,1101107000.0,1141620000.0,1201149000.0
Selling And Marketing Expense,860506000.0,832279000.0,878215000.0,926591000.0
General And Administrative Expense,322340000.0,268828000.0,263405000.0,274558000.0
Other Gand A,322340000.0,268828000.0,263405000.0,274558000.0
Gross Profit,2514094000.0,2258473000.0,2219861000.0,2156218000.0
Cost Of Revenue,573978000.0,557647000.0,593308000.0,539627000.0
Total Revenue,3088072000.0,2816120000.0,2813169000.0,2695845000.0
Operating Revenue,3088072000.0,2816120000.0,2813169000.0,2695845000.0
