period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1120569690,1099830000,1133000000,11,998427000,0.1223
+1q,1199446730,1190595890,1213000000,10,1109457000,0.081099994
0y,4680487080,4665024120,4706606540,13,4303702000,0.0875
+1y,5086670880,5002613030,5174400000,13,4680487080,0.0868
