,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-190170.380553,-786900.0,38275.230379,-1876446.0,-6173764.104686,
Tax Rate For Calcs,0.134206,0.15,0.171638,0.243,0.188518,
Normalized EBITDA,41819000.0,151256000.0,156192000.0,129487000.0,241468000.0,
Total Unusual Items,-1417000.0,-5246000.0,223000.0,-7722000.0,-32749000.0,
Total Unusual Items Excluding Goodwill,-1417000.0,-5246000.0,223000.0,-7722000.0,-32749000.0,
Net Income From Continuing Operation Net Minority Interest,-24463000.0,66161000.0,74016000.0,43840000.0,128853000.0,
Reconciled Depreciation,51162000.0,49211000.0,48321000.0,46141000.0,43834000.0,
Reconciled Cost Of Revenue,669667000.0,663152000.0,621780000.0,549483000.0,713595000.0,
EBITDA,40402000.0,146010000.0,156415000.0,121765000.0,208719000.0,
EBIT,-10760000.0,96799000.0,108094000.0,75624000.0,164885000.0,
Net Interest Income,-16884000.0,-18461000.0,-18242000.0,-17110000.0,-19880000.0,
Interest Expense,16884000.0,18461000.0,18242000.0,17110000.0,19880000.0,
Normalized Income,-23236170.380553,70620100.0,73831275.230379,49685554.0,155428235.895314,
Net Income From Continuing And Discontinued Operation,-24463000.0,66161000.0,74016000.0,43840000.0,128853000.0,
Total Expenses,1100819000.0,1011274000.0,949380000.0,858483000.0,1036787000.0,
Total Operating Income As Reported,-9315000.0,103079000.0,111789000.0,83638000.0,198014000.0,
Diluted Average Shares,,59122849.0,59017823.0,59747589.0,60012948.0,60312393.0
Basic Average Shares,,58263218.0,58496998.0,59062534.0,59122093.0,59493640.0
Diluted EPS,,1.12,1.25,0.73,2.15,1.89
Basic EPS,,1.14,1.27,0.74,2.18,1.91
Diluted NI Availto Com Stockholders,-24463000.0,66161000.0,74016000.0,43840000.0,128853000.0,
Net Income Common Stockholders,-24463000.0,66161000.0,74016000.0,43840000.0,128853000.0,
Otherunder Preferred Stock Dividend,,0.0,0.0,,,
Net Income,-24463000.0,66161000.0,74016000.0,43840000.0,128853000.0,
Minority Interests,-529000.0,-419000.0,-414000.0,-438000.0,11184000.0,
Net Income Including Noncontrolling Interests,-23934000.0,66580000.0,74430000.0,44278000.0,117669000.0,
Net Income Continuous Operations,-23934000.0,66580000.0,74430000.0,44278000.0,117669000.0,
Tax Provision,-3710000.0,11758000.0,15422000.0,14236000.0,27336000.0,
Pretax Income,-27644000.0,78338000.0,89852000.0,58514000.0,145005000.0,
Other Income Expense,-1445000.0,-6280000.0,-3695000.0,-8014000.0,-33129000.0,
Other Non Operating Income Expenses,-28000.0,-1034000.0,-3918000.0,-292000.0,-380000.0,
Special Income Charges,0.0,-1225000.0,,,0.0,-4861000.0
Other Special Charges,0.0,1225000.0,,,0.0,4861000.0
Gain On Sale Of Security,-1417000.0,-4021000.0,223000.0,-7722000.0,-32749000.0,
Net Non Operating Interest Income Expense,-16884000.0,-18461000.0,-18242000.0,-17110000.0,-19880000.0,
Interest Expense Non Operating,16884000.0,18461000.0,18242000.0,17110000.0,19880000.0,
Operating Income,-9315000.0,103079000.0,111789000.0,83638000.0,198014000.0,
Operating Expense,405395000.0,323843000.0,304960000.0,288348000.0,303403000.0,
Depreciation Amortization Depletion Income Statement,25405000.0,24932000.0,25681000.0,25489000.0,24045000.0,
Depreciation And Amortization In Income Statement,25405000.0,24932000.0,25681000.0,25489000.0,24045000.0,
Amortization,25405000.0,24932000.0,25681000.0,25489000.0,24045000.0,
Amortization Of Intangibles Income Statement,25405000.0,24932000.0,25681000.0,25489000.0,24045000.0,
Research And Development,61009000.0,60059000.0,60354000.0,62048000.0,59258000.0,
Selling General And Administration,318981000.0,238852000.0,218925000.0,200811000.0,220100000.0,
Selling And Marketing Expense,144694000.0,145104000.0,139495000.0,126065000.0,144397000.0,
General And Administrative Expense,174287000.0,93748000.0,79430000.0,74746000.0,75703000.0,
Other Gand A,174287000.0,93748000.0,79430000.0,74746000.0,75703000.0,
Gross Profit,396080000.0,426922000.0,416749000.0,371986000.0,501417000.0,
Cost Of Revenue,695424000.0,687431000.0,644420000.0,570135000.0,733384000.0,
Total Revenue,1091504000.0,1114353000.0,1061169000.0,942121000.0,1234801000.0,
Operating Revenue,1456252000.0,984979000.0,936392000.0,942121000.0,1234801000.0,
