period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1054786690,1034000000,1138796000,18,942121000,0.1196
+1q,1177752460,1152000000,1213315000,18,1061169000,0.1099
0y,4849625740,4795100000,4937516020,19,4209147000,0.1522
+1y,5438544280,5117213000,5873200000,18,4849625740,0.121400006
