address1,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,marketState,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,averageAnalystRating,cryptoTradeable,displayName,trailingPegRatio
280 Park Avenue,New York,NY,10017,United States,(212) 415-3600,(212) 415-3530,https://www.omc.com,Advertising Agencies,advertising-agencies,Advertising Agencies,Communication Services,communication-services,Communication Services,"Omnicom Group Inc., together with its subsidiaries, offers advertising, marketing, and corporate communications services. It provides a range of services in the areas of media and advertising, precision marketing, public relations, healthcare, branding and retail commerce, experiential, execution, and support. The company's services include advertising, branding, content marketing, crisis communications, customer data analytics and data-driven decision making, customer relationship management, decision sciences, digital experience design, digital transformation, e-commerce optimization, entertainment marketing, experiential marketing, field marketing, healthcare marketing and communications, in-store design, investor relations, and marketing research.Its services also comprise media planning and buying, merchandising and point of sale, mobile marketing, multi-cultural marketing, organizational communications, package design, performance marketing, product placement, promotional marketing, public affairs, public relations, retail media and e-commerce, shopper marketing, structured innovation, studio production, social media and influencer marketing, and sports and event marketing. It operates in the North and Latin America, Europe, the Middle East and Africa (EMEA), and the Asia Pacific. The company was incorporated in 1944 and is based in New York, New York.",120000,"[{'maxAge': 1, 'name': 'Mr. John D. Wren', 'age': 72, 'title': 'Chairman & CEO', 'yearBorn': 1953, 'fiscalYear': 2025, 'totalPay': 585846, 'exercisedValue': 7526373, 'unexercisedValue': 1799998}, {'maxAge': 1, 'name': 'Mr. Daryl D. Simm', 'age': 64, 'title': 'Co-President & Co-COO', 'yearBorn': 1961, 'fiscalYear': 2025, 'totalPay': 5516644, 'exercisedValue': 4766700, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Philip J. Angelastro', 'age': 60, 'title': 'Executive VP & CFO', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 4950000, 'exercisedValue': 4515793, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Louis F. Januzzi', 'age': 51, 'title': 'Senior VP, General Counsel & Secretary', 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 1741667, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Susan  Cantor', 'age': 57, 'title': 'Chief Executive Officer of Sterling Brands', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Larson', 'title': 'Chief Executive Officer of Diversified Agency Services Limited', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sergio  Lopez', 'title': 'CEO of Omnicom Production', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Li Wei Tan', 'title': 'Regional Financial Controller - Asia Pacific India Middle East Africa (Apima) Operations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",8,9,3,1,4,1775001600,1767139200,http://www.omnicomgroup.com/InvestorRelations,[],86400,2,75.96,75.66,75.42,76.83,75.96,75.66,75.42,76.83,3.2,4.28,1773187200,0.413,3.47,0.751,6.15243,1308644,1308644,5172941,5209260,5209260,76.44,76.47,200,200,23781072896,21647762616,66.33,87.17,107.0,1.375,1.3768649,77.013,76.251,2.9,0.03817799,USD,False,28613961728,-0.00316,307645728,284988976,40589387,26283358,1770940800,1773360000,0.1424,0.00873,1.1198001,6.62,0.1436,310336345,38.473,1.9917864,1767139200,1798675200,1767139200,-54500000,-0.27,12.45524,2:1,1182816000,1.657,10.244,0.079437256,0.32693863,0.8,1773187200,EQUITY,76.63,117.0,81.0,100.9,102.0,2.09091,buy,10,6881099776,22.173,2793299968,11268400128,0.72,0.93,17271900160,86.307,84.294,0.03767,0.00479,3207500032,4504287744,2938200064,0.279,0.18571,0.16173,0.14877,USD,OMC,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Omnicom Group Inc.,REGULAR,Omnicom Group Inc.,True,322151400000,0.66999817,75.42 - 76.83,NYSE,5172941,10.299995,0.1552841,66.33 - 87.17,-10.540001,-0.12091317,7.9437256,1775692800,1777406400,1777406400,1777406400,1777408200,1777408200,False,-0.27,12.45524,10.85348,7.0604076,-0.38300323,-0.004973228,0.3789978,0.004970398,15,0,[],1775579364,NYQ,finmb_96161,America/New_York,EDT,-14400000,us_market,False,0.8820408,76.63,2.1 - Buy,False,Omnicom,15.9708
