,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,882000.0,447852.039857,499700.0,-983500.0
Tax Rate For Calcs,0.21,0.263442,0.263,0.281
Normalized EBITDA,814000000.0,2612800000.0,2417700000.0,2368800000.0
Total Unusual Items,4200000.0,1700000.0,1900000.0,-3500000.0
Total Unusual Items Excluding Goodwill,4200000.0,1700000.0,1900000.0,-3500000.0
Net Income From Continuing Operation Net Minority Interest,-54500000.0,1480600000.0,1391400000.0,1316500000.0
Reconciled Depreciation,276700000.0,241700000.0,211100000.0,219400000.0
Reconciled Cost Of Revenue,15804800000.0,12764700000.0,11982700000.0,11607900000.0
EBITDA,818200000.0,2614500000.0,2419600000.0,2365300000.0
EBIT,541500000.0,2372800000.0,2208500000.0,2145900000.0
Net Interest Income,-170700000.0,-148700000.0,-113700000.0,-134400000.0
Interest Expense,263300000.0,245200000.0,215600000.0,200500000.0
Interest Income,96900000.0,100900000.0,106700000.0,70700000.0
Normalized Income,-57818000.0,1479347852.039857,1389999700.0,1319016500.0
Net Income From Continuing And Discontinued Operation,-54500000.0,1480600000.0,1391400000.0,1316500000.0
Total Expenses,16827200000.0,13414500000.0,12587500000.0,12205800000.0
Rent Expense Supplemental,1366700000.0,1274400000.0,1168800000.0,1168600000.0
Total Operating Income As Reported,444700000.0,2274600000.0,2104700000.0,2083300000.0
Diluted Average Shares,313100000.0,198600000.0,201400000.0,207000000.0
Basic Average Shares,313100000.0,196366048.0,199340974.0,205600000.0
Diluted EPS,-0.27,7.46,6.91,6.36
Basic EPS,-0.27,7.54,6.98,6.4
Diluted NI Availto Com Stockholders,-54500000.0,1480600000.0,1391400000.0,1316500000.0
Net Income Common Stockholders,-54500000.0,1480600000.0,1391400000.0,1316500000.0
Net Income,-54500000.0,1480600000.0,1391400000.0,1316500000.0
Minority Interests,-98200000.0,-93400000.0,-81800000.0,-87300000.0
Net Income Including Noncontrolling Interests,43700000.0,1574000000.0,1473200000.0,1403800000.0
Net Income Continuous Operations,43700000.0,1574000000.0,1473200000.0,1403800000.0
Earnings From Equity Interest Net Of Tax,7700000.0,6900000.0,5200000.0,5200000.0
Tax Provision,242200000.0,560500000.0,524900000.0,546800000.0
Pretax Income,278200000.0,2127600000.0,1992900000.0,1945400000.0
Other Income Expense,4200000.0,1700000.0,1900000.0,-3500000.0
Gain On Sale Of Security,4200000.0,1700000.0,1900000.0,-3500000.0
Net Non Operating Interest Income Expense,-170700000.0,-148700000.0,-113700000.0,-134400000.0
Total Other Finance Cost,4300000.0,4400000.0,4800000.0,4600000.0
Interest Expense Non Operating,263300000.0,245200000.0,215600000.0,200500000.0
Interest Income Non Operating,96900000.0,100900000.0,106700000.0,70700000.0
Operating Income,444700000.0,2274600000.0,2104700000.0,2083300000.0
Operating Expense,1022400000.0,649800000.0,604800000.0,597900000.0
Depreciation Amortization Depletion Income Statement,276700000.0,241700000.0,211100000.0,219400000.0
Depreciation And Amortization In Income Statement,276700000.0,241700000.0,211100000.0,219400000.0
Selling General And Administration,745700000.0,408100000.0,393700000.0,378500000.0
Gross Profit,1467100000.0,2924400000.0,2709500000.0,2681200000.0
Cost Of Revenue,15804800000.0,12764700000.0,11982700000.0,11607900000.0
Total Revenue,17271900000.0,15689100000.0,14692200000.0,14289100000.0
Operating Revenue,17271900000.0,15689100000.0,14692200000.0,14289100000.0
