period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.01917,1.3209,3.27,0.91,17,1.2189
+1q,3.46148,2.55,4.27,1.86,17,0.861
0y,14.79522,11.03,17.37,17.69,28,-0.16360001
+1y,22.74198,16.02,29.52934,14.79522,27,0.5371
