,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,23730000.0,10584000.0,1896000.0,4715000.0,0.0,
Tax Rate For Calcs,0.21,0.392,0.237,0.205,0.21,
Normalized EBITDA,719000000.0,553000000.0,576000000.0,225000000.0,861000000.0,
Total Unusual Items,113000000.0,27000000.0,8000000.0,23000000.0,,14000000.0
Total Unusual Items Excluding Goodwill,113000000.0,27000000.0,8000000.0,23000000.0,,14000000.0
Net Income From Continuing Operation Net Minority Interest,3664000000.0,452000000.0,514000000.0,254000000.0,484000000.0,
Reconciled Depreciation,230000000.0,213000000.0,205000000.0,205000000.0,269000000.0,
Reconciled Cost Of Revenue,8634000000.0,8071000000.0,7265000000.0,6562000000.0,8435000000.0,
EBITDA,832000000.0,580000000.0,584000000.0,248000000.0,861000000.0,
EBIT,602000000.0,367000000.0,379000000.0,43000000.0,592000000.0,
Net Interest Income,189000000.0,135000000.0,59000000.0,72000000.0,104000000.0,
Interest Income,189000000.0,135000000.0,59000000.0,72000000.0,104000000.0,
Normalized Income,3574730000.0,435584000.0,507896000.0,235715000.0,484000000.0,
Net Income From Continuing And Discontinued Operation,3664000000.0,452000000.0,514000000.0,254000000.0,484000000.0,
Total Expenses,10354000000.0,9602000000.0,8732000000.0,7989000000.0,9966000000.0,
Total Operating Income As Reported,601000000.0,366000000.0,378000000.0,43000000.0,593000000.0,
Diluted Average Shares,274000000.0,275000000.0,276000000.0,279000000.0,280000000.0,
Basic Average Shares,270000000.0,272000000.0,272000000.0,275000000.0,276000000.0,
Diluted EPS,13.39,1.64,1.86,0.91,1.73,
Basic EPS,13.56,1.66,1.89,0.92,1.75,
Diluted NI Availto Com Stockholders,3664000000.0,452000000.0,514000000.0,254000000.0,484000000.0,
Net Income Common Stockholders,3664000000.0,452000000.0,514000000.0,254000000.0,484000000.0,
Net Income,3664000000.0,452000000.0,514000000.0,254000000.0,484000000.0,
Minority Interests,-7000000.0,-1000000.0,22000000.0,-11000000.0,0.0,
Net Income Including Noncontrolling Interests,3670000000.0,453000000.0,492000000.0,264000000.0,484000000.0,
Net Income Continuous Operations,3670000000.0,453000000.0,492000000.0,264000000.0,484000000.0,
Tax Provision,-2565000000.0,293000000.0,153000000.0,68000000.0,629000000.0,
Pretax Income,1105000000.0,746000000.0,645000000.0,332000000.0,1113000000.0,
Other Income Expense,313000000.0,245000000.0,208000000.0,218000000.0,417000000.0,
Other Non Operating Income Expenses,136000000.0,140000000.0,133000000.0,135000000.0,-778000000.0,
Special Income Charges,119000000.0,44000000.0,1000000.0,21000000.0,,7000000.0
Restructuring And Mergern Acquisition,-119000000.0,-44000000.0,-1000000.0,-21000000.0,,-7000000.0
Earnings From Equity Interest,64000000.0,78000000.0,67000000.0,60000000.0,,-1000000.0
Gain On Sale Of Security,-6000000.0,-17000000.0,7000000.0,2000000.0,,7000000.0
Net Non Operating Interest Income Expense,189000000.0,135000000.0,59000000.0,72000000.0,104000000.0,
Interest Income Non Operating,189000000.0,135000000.0,59000000.0,72000000.0,104000000.0,
Operating Income,602000000.0,367000000.0,379000000.0,43000000.0,592000000.0,
Operating Expense,1720000000.0,1531000000.0,1467000000.0,1427000000.0,1531000000.0,
Research And Development,365000000.0,310000000.0,282000000.0,239000000.0,265000000.0,
Selling General And Administration,1355000000.0,1221000000.0,1185000000.0,1188000000.0,1266000000.0,
Gross Profit,2322000000.0,1898000000.0,1846000000.0,1470000000.0,2123000000.0,
Cost Of Revenue,8634000000.0,8071000000.0,7265000000.0,6562000000.0,8435000000.0,
Total Revenue,10956000000.0,9969000000.0,9111000000.0,8032000000.0,10558000000.0,
Operating Revenue,10956000000.0,9969000000.0,9111000000.0,8032000000.0,10558000000.0,
