period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3690096020,3610000000,3757543060,16,3550000000,0.0395
+1q,3574463800,3511738000,3672000000,16,3408000000,0.048800003
0y,14986820790,14888629840,15151000000,14,14323000000,0.0463
+1y,15551861010,15093000000,15898132630,22,14986820790,0.0377
