period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.65012,0.59,0.69316,0.65,19,0.0002
+1q,0.36242,0.29,0.42,0.09,19,3.0269
0y,2.22459,2.1,2.3,1.51,25,0.4732
+1y,3.02874,2.69332,3.44,2.22459,25,0.36150002
