,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0315,15074257,235682992,0.0014
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,12060652,188565881,0.020399999
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0227,10852027,169669271,-0.0444
3,2026-01-31,iShares Trust-iShares Select Dividend ETF,0.021,10049086,157115449,-0.016900001
4,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.0191,9140188,142905010,0.0581
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0146,6998950,109427183,-0.0369
6,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,6157719,96274704,-0.0104
7,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,6087564,95177845,0.0016
8,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,5667484,88609978,-0.0184
9,2026-01-31,Invesco Exch-Trd Fd. TRT II-Invesco S&P 500 High Dividend Low Volatili,0.0112,5350750,83657905,0.1375
