period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.45892,0.44,0.48,0.56,14,-0.18049999
+1q,0.39165,0.34339,0.42,0.39,11,0.0042
0y,1.69927,1.69,1.71,2.3,16,-0.2612
+1y,1.7103,1.6,1.83,1.69927,17,0.0064999997
