period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.6185,0.6,0.67,0.58,40,0.0664
+1q,0.69592,0.66803,0.74,0.64,40,0.0874
0y,2.9807,2.91,3.13,2.76,42,0.08
+1y,3.31038,2.97,3.81,2.9807,41,0.1106
