,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.190542,0.190668,0.119,0.129,
Normalized EBITDA,14946000000.0,12528000000.0,9700000000.0,11525000000.0,
Total Unusual Items,,,0.0,0.0,-649000000.0
Total Unusual Items Excluding Goodwill,,,0.0,0.0,-649000000.0
Net Income From Continuing Operation Net Minority Interest,6732000000.0,4774000000.0,3195000000.0,5216000000.0,
Reconciled Depreciation,4378000000.0,4364000000.0,4211000000.0,4108000000.0,
Reconciled Cost Of Revenue,70814000000.0,65328000000.0,56831000000.0,53406000000.0,
EBITDA,14946000000.0,12528000000.0,9700000000.0,11525000000.0,
EBIT,10568000000.0,8164000000.0,5489000000.0,7417000000.0,
Net Interest Income,-1737000000.0,-1868000000.0,-1553000000.0,-1230000000.0,
Interest Expense,1835000000.0,1970000000.0,1653000000.0,1300000000.0,
Interest Income,98000000.0,102000000.0,100000000.0,70000000.0,
Normalized Income,6732000000.0,4774000000.0,3195000000.0,5216000000.0,
Net Income From Continuing And Discontinued Operation,6732000000.0,4774000000.0,3195000000.0,5197000000.0,
Total Expenses,79303000000.0,74200000000.0,65359000000.0,61570000000.0,
Total Operating Income As Reported,9300000000.0,6538000000.0,3561000000.0,5504000000.0,
Diluted Average Shares,1356400000.0,1343600000.0,1435400000.0,1485900000.0,
Basic Average Shares,1341400000.0,1332100000.0,1426000000.0,1475500000.0,
Diluted EPS,4.96,3.55,2.23,3.5,
Basic EPS,5.02,3.58,2.24,3.52,
Diluted NI Availto Com Stockholders,6732000000.0,4774000000.0,3195000000.0,5197000000.0,
Net Income Common Stockholders,6732000000.0,4774000000.0,3195000000.0,5197000000.0,
Net Income,6732000000.0,4774000000.0,3195000000.0,5197000000.0,
Minority Interests,-337000000.0,-239000000.0,-185000000.0,-111000000.0,
Net Income Including Noncontrolling Interests,7069000000.0,5013000000.0,3380000000.0,5308000000.0,
Net Income Discontinuous Operations,,0.0,0.0,-19000000.0,-33000000.0
Net Income Continuous Operations,7069000000.0,5013000000.0,3380000000.0,5327000000.0,
Tax Provision,1664000000.0,1181000000.0,456000000.0,790000000.0,
Pretax Income,8733000000.0,6194000000.0,3836000000.0,6117000000.0,
Other Income Expense,1170000000.0,1524000000.0,1828000000.0,1843000000.0,
Other Non Operating Income Expenses,1170000000.0,1524000000.0,1828000000.0,1843000000.0,
Special Income Charges,,,0.0,0.0,-649000000.0
Other Special Charges,,,,,649000000.0
Impairment Of Capital Assets,,,,0.0,0.0
Net Non Operating Interest Income Expense,-1737000000.0,-1868000000.0,-1553000000.0,-1230000000.0,
Interest Expense Non Operating,1835000000.0,1970000000.0,1653000000.0,1300000000.0,
Interest Income Non Operating,98000000.0,102000000.0,100000000.0,70000000.0,
Operating Income,9300000000.0,6538000000.0,3561000000.0,5504000000.0,
Operating Expense,8489000000.0,8872000000.0,8528000000.0,8164000000.0,
Other Operating Expenses,-413000000.0,132000000.0,-86000000.0,-120000000.0,
Research And Development,2807000000.0,2934000000.0,2805000000.0,2711000000.0,
Selling General And Administration,6095000000.0,5806000000.0,5809000000.0,5573000000.0,
General And Administrative Expense,,,4029000000.0,3684000000.0,3102000000.0
Other Gand A,,,5809000000.0,5573000000.0,5046000000.0
Salaries And Wages,,,-1780000000.0,-1889000000.0,-1944000000.0
Gross Profit,17789000000.0,15410000000.0,12089000000.0,13668000000.0,
Cost Of Revenue,70814000000.0,65328000000.0,56831000000.0,53406000000.0,
Total Revenue,88603000000.0,80738000000.0,68920000000.0,67074000000.0,
Operating Revenue,88603000000.0,80738000000.0,68920000000.0,67074000000.0,
