period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.45723,0.32,0.64,0.37,13,0.2358
+1q,0.54069,0.44,0.66,0.42,13,0.2874
0y,2.21844,1.91,2.65,2.05,19,0.082200006
+1y,2.68908,1.19785,3.7,2.21844,20,0.21209998
