,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0313,24718166,1695171869,0.0143
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0251,19829616,1359915101,0.0387
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0217,17115307,1173767785,-0.0002
3,2025-12-31,JPMorgan Trust II-JPMorgan Large Cap Growth Fund,0.0146,11572228,793623417,0.1707
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128,10119053,693964673,-0.0094
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,10007366,686305178,0.0017
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117,9263428,635285909,-0.0185
7,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,0.011,8716016,597744393,-0.045100003
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Growth Index Fund,0.0083,6577719,451099981,-0.0073
9,2026-01-31,SELECT SECTOR SPDR TRUST-State Street Financial Select Sector SPDR ETF,0.0070999996,5632564,386281249,0.058000002
