Date,Stock Splits
1980-10-31 00:00:00-05:00,2.0
1992-02-26 00:00:00-05:00,2.0
1994-04-21 00:00:00-04:00,1.5
2004-01-21 00:00:00-05:00,2.0
2017-11-09 00:00:00-05:00,1.017
2025-01-21 00:00:00-05:00,1.033
