period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.24613,1.1745,1.29,1.9,9,-0.3441
+1q,1.74124,1.47,1.9,2.0,9,-0.1294
0y,6.08152,5.41,6.76,8.06,9,-0.2455
+1y,7.73264,6.15,9.3044,6.08152,11,0.2715
