,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-30002681.0,6755384.0,5437629.707175,-2760404.0
Tax Rate For Calcs,0.271,0.244,0.187828,0.188
Normalized EBITDA,1983139000.0,1639147000.0,1434904000.0,1218410000.0
Total Unusual Items,-110711000.0,27686000.0,28950000.0,-14683000.0
Total Unusual Items Excluding Goodwill,-110711000.0,27686000.0,28950000.0,-14683000.0
Net Income From Continuing Operation Net Minority Interest,1108888000.0,1055484000.0,1041144000.0,848952000.0
Reconciled Depreciation,233844000.0,195015000.0,145743000.0,135430000.0
Reconciled Cost Of Revenue,528342000.0,482862000.0,307460000.0,254663000.0
EBITDA,1872428000.0,1666833000.0,1463854000.0,1203727000.0
EBIT,1638584000.0,1471818000.0,1318111000.0,1068297000.0
Net Interest Income,-14957000.0,-13515000.0,-6548000.0,-12835000.0
Interest Expense,116541000.0,75999000.0,36185000.0,22934000.0
Interest Income,101584000.0,62484000.0,29637000.0,10099000.0
Normalized Income,1189596319.0,1034553384.0,1017631629.707175,860874596.0
Net Income From Continuing And Discontinued Operation,1108888000.0,1055484000.0,1041144000.0,848952000.0
Total Expenses,3646978000.0,3258414000.0,2827748000.0,2487977000.0
Total Operating Income As Reported,1492042000.0,1350763000.0,1251225000.0,1073686000.0
Diluted Average Shares,273312000.0,273833000.0,272748000.0,275011000.0
Basic Average Shares,271333000.0,271212000.0,269381000.0,271198000.0
Diluted EPS,4.06,3.85,3.82,3.09
Basic EPS,4.09,3.89,3.86,3.13
Diluted NI Availto Com Stockholders,1108888000.0,1055484000.0,1041144000.0,848952000.0
Net Income Common Stockholders,1108888000.0,1055484000.0,1041144000.0,848952000.0
Net Income,1108888000.0,1055484000.0,1041144000.0,848952000.0
Net Income Including Noncontrolling Interests,1108888000.0,1055484000.0,1041144000.0,848952000.0
Net Income Continuous Operations,1108888000.0,1055484000.0,1041144000.0,848952000.0
Tax Provision,413155000.0,340335000.0,240782000.0,196411000.0
Pretax Income,1522043000.0,1395819000.0,1281926000.0,1045363000.0
Other Income Expense,-112781000.0,26484000.0,26236000.0,-15543000.0
Other Non Operating Income Expenses,-2070000.0,-1202000.0,-2714000.0,-860000.0
Special Income Charges,-146239000.0,-32087000.0,-11013000.0,-55000.0
Gain On Sale Of Ppe,11500000.0,0.0,0.0,
Other Special Charges,128545000.0,8322000.0,,
Restructuring And Mergern Acquisition,29194000.0,23765000.0,11013000.0,55000.0
Gain On Sale Of Security,35528000.0,59773000.0,39963000.0,-14628000.0
Net Non Operating Interest Income Expense,-14957000.0,-13515000.0,-6548000.0,-12835000.0
Interest Expense Non Operating,116541000.0,75999000.0,36185000.0,22934000.0
Interest Income Non Operating,101584000.0,62484000.0,29637000.0,10099000.0
Operating Income,1649781000.0,1382850000.0,1262238000.0,1073741000.0
Operating Expense,2924729000.0,2610912000.0,2392707000.0,2116354000.0
Depreciation Amortization Depletion Income Statement,39937000.0,30375000.0,18162000.0,18470000.0
Depreciation And Amortization In Income Statement,39937000.0,30375000.0,18162000.0,18470000.0
Amortization,39937000.0,30375000.0,18162000.0,18470000.0
Amortization Of Intangibles Income Statement,39937000.0,30375000.0,18162000.0,18470000.0
Research And Development,1768772000.0,1549093000.0,1441796000.0,1251544000.0
Selling General And Administration,1116020000.0,1031444000.0,932749000.0,846340000.0
Selling And Marketing Expense,802633000.0,757483000.0,690319000.0,604224000.0
General And Administrative Expense,313387000.0,273961000.0,242430000.0,242116000.0
Other Gand A,313387000.0,273961000.0,242430000.0,242116000.0
Gross Profit,4574510000.0,3993762000.0,3654945000.0,3190095000.0
Cost Of Revenue,722249000.0,647502000.0,435041000.0,371623000.0
Total Revenue,5296759000.0,4641264000.0,4089986000.0,3561718000.0
Operating Revenue,5296759000.0,4641264000.0,4089986000.0,3561718000.0
