,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031600002,12658955,2224494944,-0.0047999998
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0253,10158484,1785099662,0.0189
2,2026-02-28,SELECT SECTOR SPDR TRUST-State Street Energy Select Sector SPDR ETF,0.022,8811892,1548469775,0.0615
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0219,8769746,1541063669,-0.0189
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,5184910,911118341,-0.0094
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128,5127675,901060720,0.0017
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,4735165,832086898,-0.0185
7,2025-12-31,HARRIS ASSOCIATES INVESTMENT TRUST-Oakmark Fund,0.0111,4452400,782398017,-0.174
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0093,3707901,651570925,0.0216
9,2026-01-31,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,0.0073,2943008,517160098,1.0
