,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,2729000000.0,2332000000.0,4874000000.0,8925000000.0
Repurchase Of Capital Stock,-1207000000.0,-3451000000.0,-4014000000.0,-1513000000.0
Repayment Of Debt,-8774000000.0,-4140000000.0,-4252000000.0,-2883000000.0
Issuance Of Debt,8395000000.0,6272000000.0,6260000000.0,453000000.0
Issuance Of Capital Stock,107000000.0,86000000.0,123000000.0,103000000.0
Capital Expenditure,-2233000000.0,-1859000000.0,-2155000000.0,-1888000000.0
Interest Paid Supplemental Data,972000000.0,901000000.0,816000000.0,572000000.0
Income Tax Paid Supplemental Data,200000000.0,1186000000.0,1397000000.0,2071000000.0
End Cash Position,1116000000.0,1738000000.0,3323000000.0,6133000000.0
Beginning Cash Position,1738000000.0,3323000000.0,6133000000.0,3147000000.0
Effect Of Exchange Rate Changes,50000000.0,-8000000.0,43000000.0,49000000.0
Changes In Cash,-672000000.0,-1577000000.0,-2853000000.0,2937000000.0
Financing Cash Flow,-3537000000.0,-3305000000.0,-8092000000.0,-6388000000.0
Cash Flow From Continuing Financing Activities,-3537000000.0,-3305000000.0,-8092000000.0,-6388000000.0
Net Other Financing Charges,-136000000.0,-190000000.0,-4327000000.0,-755000000.0
Cash Dividends Paid,-1922000000.0,-1882000000.0,-1882000000.0,-1793000000.0
Common Stock Dividend Paid,-1922000000.0,-1882000000.0,-1882000000.0,-1793000000.0
Net Common Stock Issuance,-1100000000.0,-3365000000.0,-3891000000.0,-1410000000.0
Common Stock Payments,-1207000000.0,-3451000000.0,-4014000000.0,-1513000000.0
Common Stock Issuance,107000000.0,86000000.0,123000000.0,103000000.0
Net Issuance Payments Of Debt,-379000000.0,2132000000.0,2008000000.0,-2430000000.0
Net Long Term Debt Issuance,-379000000.0,2132000000.0,2008000000.0,-2430000000.0
Long Term Debt Payments,-8774000000.0,-4140000000.0,-4252000000.0,-2883000000.0
Long Term Debt Issuance,8395000000.0,6272000000.0,6260000000.0,453000000.0
Investing Cash Flow,-2097000000.0,-2463000000.0,-1790000000.0,-1488000000.0
Cash Flow From Continuing Investing Activities,-2097000000.0,-2463000000.0,-1790000000.0,-1488000000.0
Net Other Investing Changes,3544000000.0,-120000000.0,427000000.0,581000000.0
Net Business Purchase And Sale,-3408000000.0,-484000000.0,-62000000.0,-181000000.0
Sale Of Business,90000000.0,141000000.0,201000000.0,125000000.0
Purchase Of Business,-3498000000.0,-625000000.0,-263000000.0,-306000000.0
Capital Expenditure Reported,-2233000000.0,-1859000000.0,-2155000000.0,-1888000000.0
Operating Cash Flow,4962000000.0,4191000000.0,7029000000.0,10813000000.0
Cash Flow From Continuing Operating Activities,4962000000.0,4191000000.0,7029000000.0,10813000000.0
Change In Working Capital,-1181000000.0,-615000000.0,-1815000000.0,68000000.0
Change In Payables And Accrued Expense,-574000000.0,-955000000.0,-1143000000.0,2316000000.0
Change In Payable,-574000000.0,-955000000.0,-1143000000.0,2316000000.0
Change In Account Payable,-804000000.0,-491000000.0,-480000000.0,1736000000.0
Change In Tax Payable,230000000.0,-464000000.0,-663000000.0,580000000.0
Change In Income Tax Payable,230000000.0,-464000000.0,-663000000.0,580000000.0
Change In Prepaid Assets,-259000000.0,44000000.0,269000000.0,-249000000.0
Change In Inventory,160000000.0,-278000000.0,-245000000.0,74000000.0
Change In Receivables,-508000000.0,574000000.0,-696000000.0,-2073000000.0
Other Non Cash Items,-22000000.0,798000000.0,-390000000.0,-2773000000.0
Unrealized Gain Loss On Investment Securities,12000000.0,0.0,38000000.0,433000000.0
Asset Impairment Charge,1060000000.0,456000000.0,24000000.0,60000000.0
Deferred Tax,178000000.0,-251000000.0,840000000.0,1320000000.0
Deferred Income Tax,178000000.0,-251000000.0,840000000.0,1320000000.0
Depreciation Amortization Depletion,3251000000.0,2363000000.0,1977000000.0,1629000000.0
Depreciation And Amortization,3251000000.0,2363000000.0,1977000000.0,1629000000.0
Operating Gains Losses,-2864000000.0,-735000000.0,-884000000.0,-1315000000.0
Earnings Losses From Equity Investments,120000000.0,-411000000.0,-822000000.0,-1308000000.0
Net Income From Continuing Operations,4528000000.0,2175000000.0,7239000000.0,11391000000.0
