period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.18905,0.912,3.53,-0.9,15,3.4323
+1q,4.58989,2.6,6.94,2.38,18,0.9285
0y,13.99778,9.80181,19.4,6.44,21,1.1736
+1y,14.70269,9.98,19.92,13.99778,21,0.0504
