,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1275,49074378,3101009878,-0.0077
1,2025-12-31,Blackrock Inc.,0.1035,39848377,2518018887,0.026400002
2,2025-12-31,State Street Corporation,0.047,18093554,1143331652,0.0735
3,2025-12-31,BAILLIE GIFFORD & CO,0.0404,15552587,982767951,-0.0208
4,2025-12-31,"Geode Capital Management, LLC",0.0286,11006183,695480688,0.0039
5,2025-12-31,Alliancebernstein L.P.,0.0224,8624132,544958889,19.5543
6,2025-12-31,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",0.0208,7999057,505460400,0.069
7,2025-12-31,NORGES BANK,0.0189,7282743,460196520,0.4025
8,2025-12-31,JPMORGAN CHASE & CO,0.0162,6216401,392814370,-0.4998
9,2025-12-31,Jennison Associates LLC,0.015,5789944,365866553,-0.4262
