period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,34839067170,34026000000,35559000000,17,33485000000,0.0404
+1q,36052426190,35625000000,36656234310,14,34504000000,0.044899996
0y,144282235780,142208000000,147065000000,22,138191000000,0.044099998
+1y,145910775330,143514000000,149110000000,21,144282235780,0.0113
