period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.04753,0.92248,1.07,1.01,15,0.0372
+1q,1.16286,0.97838,1.2,1.06,14,0.096999995
0y,5.0539,4.85839,5.14,4.59,20,0.1011
+1y,5.56681,5.07,5.87,5.0539,20,0.1015
