period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5390944640,5175000000,5670000000,18,5132000000,0.0505
+1q,5815088180,5620368000,5942127400,18,5426000000,0.0717
0y,23428789930,23137000000,23897596300,21,21865000000,0.0715
+1y,25233338910,24763000000,25936894900,21,23428789930,0.077
