period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.58783,2.46,2.85,2.41,14,0.0738
+1q,2.88204,2.74,3.14,2.78,14,0.0367
0y,11.78271,11.26,12.58,10.73,18,0.09810001
+1y,13.65969,12.61,15.04,11.78271,18,0.1593
