,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,3649214.659686,-1850000.0,-1637404.580153,-5406000.0,0.0
Tax Rate For Calcs,0.21466,0.185,0.125954,0.159,0.063655
Normalized EBITDA,819000000.0,1038000000.0,992000000.0,944000000.0,974000000.0
Total Unusual Items,17000000.0,-10000000.0,-13000000.0,-34000000.0,
Total Unusual Items Excluding Goodwill,17000000.0,-10000000.0,-13000000.0,-34000000.0,
Net Income From Continuing Operation Net Minority Interest,300000000.0,462000000.0,458000000.0,386000000.0,453000000.0
Reconciled Depreciation,311000000.0,309000000.0,303000000.0,301000000.0,326000000.0
Reconciled Cost Of Revenue,4067000000.0,4033000000.0,3965000000.0,3658000000.0,4126000000.0
EBITDA,836000000.0,1028000000.0,979000000.0,910000000.0,974000000.0
EBIT,525000000.0,719000000.0,676000000.0,609000000.0,648000000.0
Net Interest Income,-143000000.0,-152000000.0,-152000000.0,-150000000.0,-161000000.0
Interest Expense,143000000.0,152000000.0,152000000.0,150000000.0,161000000.0
Normalized Income,286649214.659686,470150000.0,469362595.419847,414594000.0,453000000.0
Net Income From Continuing And Discontinued Operation,300000000.0,462000000.0,458000000.0,386000000.0,453000000.0
Total Expenses,5272000000.0,5028000000.0,4842000000.0,4573000000.0,4795000000.0
Total Operating Income As Reported,393000000.0,621000000.0,571000000.0,525000000.0,569000000.0
Diluted Average Shares,188200000.0,188100000.0,187800000.0,189100000.0,190600000.0
Basic Average Shares,187000000.0,187100000.0,187000000.0,188500000.0,189700000.0
Diluted EPS,1.59,2.46,2.44,2.04,2.37
Basic EPS,1.6,2.47,2.45,2.05,2.38
Diluted NI Availto Com Stockholders,300000000.0,462000000.0,458000000.0,386000000.0,453000000.0
Net Income Common Stockholders,300000000.0,462000000.0,458000000.0,386000000.0,453000000.0
Net Income,300000000.0,462000000.0,458000000.0,386000000.0,453000000.0
Minority Interests,0.0,0.0,0.0,0.0,-3000000.0
Net Income Including Noncontrolling Interests,300000000.0,462000000.0,458000000.0,386000000.0,456000000.0
Net Income Continuous Operations,300000000.0,462000000.0,458000000.0,386000000.0,456000000.0
Tax Provision,82000000.0,105000000.0,66000000.0,73000000.0,31000000.0
Pretax Income,382000000.0,567000000.0,524000000.0,459000000.0,487000000.0
Other Income Expense,149000000.0,88000000.0,92000000.0,50000000.0,-80000000.0
Other Non Operating Income Expenses,132000000.0,98000000.0,105000000.0,84000000.0,79000000.0
Special Income Charges,17000000.0,-10000000.0,-13000000.0,-34000000.0,
Gain On Sale Of Business,-65000000.0,0.0,0.0,-17000000.0,
Restructuring And Mergern Acquisition,17000000.0,10000000.0,13000000.0,17000000.0,
Net Non Operating Interest Income Expense,-143000000.0,-152000000.0,-152000000.0,-150000000.0,-161000000.0
Interest Expense Non Operating,143000000.0,152000000.0,152000000.0,150000000.0,161000000.0
Operating Income,376000000.0,631000000.0,584000000.0,559000000.0,728000000.0
Operating Expense,1070000000.0,863000000.0,751000000.0,791000000.0,669000000.0
Depreciation Amortization Depletion Income Statement,176000000.0,177000000.0,177000000.0,177000000.0,
Depreciation And Amortization In Income Statement,176000000.0,177000000.0,177000000.0,177000000.0,
Amortization,176000000.0,177000000.0,177000000.0,177000000.0,
Amortization Of Intangibles Income Statement,176000000.0,177000000.0,177000000.0,177000000.0,
Research And Development,155000000.0,137000000.0,132000000.0,112000000.0,
Selling General And Administration,739000000.0,549000000.0,442000000.0,502000000.0,-625000000.0
Selling And Marketing Expense,109000000.0,129000000.0,120000000.0,105000000.0,
General And Administrative Expense,630000000.0,420000000.0,322000000.0,397000000.0,-1070000000.0
Other Gand A,630000000.0,420000000.0,322000000.0,397000000.0,-1070000000.0
Gross Profit,1446000000.0,1494000000.0,1335000000.0,1350000000.0,1397000000.0
Cost Of Revenue,4202000000.0,4165000000.0,4091000000.0,3782000000.0,4126000000.0
Total Revenue,5648000000.0,5659000000.0,5426000000.0,5132000000.0,5523000000.0
Operating Revenue,5648000000.0,5659000000.0,5426000000.0,5132000000.0,5523000000.0
