address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,displayName,trailingPegRatio
500 Volvo Parkway,Chesapeake,VA,23320,United States,757 321 5000,https://www.dollartree.com,Discount Stores,discount-stores,Discount Stores,Consumer Defensive,consumer-defensive,Consumer Defensive,"Dollar Tree, Inc. operates retail discount stores under the Dollar Tree and Dollar Tree Canada brands in the United States and Canada. The company offers consumable merchandise comprising everyday consumables, such as household paper and chemicals, food, candy, health, personal care products, and frozen and refrigerated food; variety merchandise consisting of toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, arts and crafts supplies, and other items; and seasonal goods, including Christmas, Easter, Halloween, and Valentine's Day merchandise. The company was founded in 1986 and is based in Chesapeake, Virginia.",35181,"[{'maxAge': 1, 'name': 'Mr. Michael C. Creedon Jr.', 'age': 48, 'title': 'CEO & Director', 'yearBorn': 1977, 'fiscalYear': 2024, 'totalPay': 1636174, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. H. Ray Compton', 'age': 82, 'title': 'Co-Founder', 'yearBorn': 1943, 'fiscalYear': 2024, 'totalPay': 77500, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stewart F. Glendinning', 'age': 60, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Aditya  Maheshwari', 'age': 50, 'title': 'Senior VP & Chief Accounting Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert  Aflatooni', 'age': 54, 'title': 'Chief Information Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Delrosario', 'title': 'Senior VP of Investor Relations & Treasurer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John S. Mitchell Jr.', 'title': 'Chief Legal Officer & Corporate Secretary', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Thoufiq  Kutty', 'title': 'SVP and Chief Ethics & Compliance Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steve  Schumacher', 'title': 'Chief People & Communications Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pedro  Voyer', 'title': 'Chief Development Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",4,3,7,2,2,1775001600,1735603200,http://www.dollartreeinfo.com/investors/,[],86400,2,111.09,109.77,104.87,109.9,111.09,109.77,104.87,109.9,0.0,0.744,17.729815,14.232289,1193614,1193614,3073955,2587450,2587450,100.7,110.37,1,1,20942243840,21395018651,68.86,142.4,177.19,1.053498,1.0788409,118.106,111.3961,0.0,0.0,USD,False,27732817920,0.06607,184594185,197298217,12630923,11605184,1770940800,1773360000,0.064,0.00168,1.1023,4.52,0.0783,198853188,18.916,5.5675144,1769817600,1801353600,1769817600,1225299968,5.94,7.39973,2:1,1340755200,1.429,11.999,0.5938307,0.32693863,EQUITY,105.3151,165.0,80.0,125.26087,126.0,none,23,717800000,3.638,2311300096,7055600128,0.222,1.067,19411800064,187.904,94.324,0.06475,0.31693,7122800128,1284562560,2454200064,0.09,0.36693,0.11906999,0.13514,USD,DLTR,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,"Dollar Tree, Inc.",REGULAR,[],1775578836,NMS,finmb_27685,America/New_York,EDT,-14400000,us_market,False,-5.1983933,105.3151,"Dollar Tree, Inc.",True,794586600000,-5.7748947,104.87 - 109.9,NasdaqGS,3073955,36.4551,0.52940893,68.86 - 142.4,-37.084892,-0.26042762,59.38307,1773664200,1780489800,1780489800,1749038400,1749038400,True,5.94,7.39973,6.71687,15.6791935,-12.790901,-0.10830018,-6.0810013,-0.054588996,15,0,False,Dollar Tree,
