period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,36.00271,34.92,38.05,35.36,22,0.0182
+1q,54.12397,45.29,57.85,48.71,22,0.111099996
0y,148.53107,141.58,154.18,144.87,24,0.0253
+1y,174.4812,157.75,186.0,148.53107,24,0.17469999
