period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,8250060289,8163000000,8321000000,25,7250000000,0.1379
+1q,9124814500,9009000000,9267000000,24,8133000000,0.12189999
0y,36994279560,36398000000,37381000000,34,32791000000,0.1282
+1y,41518400920,40743000000,42595294440,34,36994279560,0.1223
