,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-73840025.837012,-69743018.224728,-73211000.0,-83468000.0
Tax Rate For Calcs,0.194316,0.156025,0.179,0.154
Normalized EBITDA,20823000000.0,17244000000.0,15422000000.0,13495000000.0
Total Unusual Items,-380000000.0,-447000000.0,-409000000.0,-542000000.0
Total Unusual Items Excluding Goodwill,-380000000.0,-447000000.0,-409000000.0,-542000000.0
Net Income From Continuing Operation Net Minority Interest,14968000000.0,12874000000.0,11195000000.0,9930000000.0
Reconciled Depreciation,1143000000.0,897000000.0,799000000.0,750000000.0
Reconciled Cost Of Revenue,7251000000.0,6673000000.0,6022000000.0,5263000000.0
EBITDA,20443000000.0,16797000000.0,15013000000.0,12953000000.0
EBIT,19300000000.0,15900000000.0,14214000000.0,12203000000.0
Net Interest Income,-722000000.0,-646000000.0,-575000000.0,-471000000.0
Interest Expense,722000000.0,646000000.0,575000000.0,471000000.0
Normalized Income,15274159974.162989,13251256981.775272,11530789000.0,10388532000.0
Net Income From Continuing And Discontinued Operation,14968000000.0,12874000000.0,11195000000.0,9930000000.0
Total Expenses,13277000000.0,11840000000.0,10468000000.0,9515000000.0
Total Operating Income As Reported,18897000000.0,15582000000.0,14008000000.0,12264000000.0
Diluted Average Shares,906000000.0,927000000.0,946000000.0,971000000.0
Basic Average Shares,905000000.0,925000000.0,944000000.0,968000000.0
Diluted EPS,16.52,13.89,11.83,10.22
Basic EPS,16.54,13.91,11.86,10.26
Diluted NI Availto Com Stockholders,14968000000.0,12874000000.0,11195000000.0,9930000000.0
Net Income Common Stockholders,14968000000.0,12874000000.0,11195000000.0,9930000000.0
Net Income,14968000000.0,12874000000.0,11195000000.0,9930000000.0
Net Income Including Noncontrolling Interests,14968000000.0,12874000000.0,11195000000.0,9930000000.0
Net Income Continuous Operations,14968000000.0,12874000000.0,11195000000.0,9930000000.0
Tax Provision,3610000000.0,2380000000.0,2444000000.0,1802000000.0
Pretax Income,18578000000.0,15254000000.0,13639000000.0,11732000000.0
Other Income Expense,-214000000.0,-427000000.0,-416000000.0,-519000000.0
Other Non Operating Income Expenses,166000000.0,20000000.0,-7000000.0,23000000.0
Special Income Charges,-504000000.0,-680000000.0,-539000000.0,-356000000.0
Other Special Charges,504000000.0,680000000.0,539000000.0,356000000.0
Gain On Sale Of Security,124000000.0,233000000.0,130000000.0,-186000000.0
Net Non Operating Interest Income Expense,-722000000.0,-646000000.0,-575000000.0,-471000000.0
Interest Expense Non Operating,722000000.0,646000000.0,575000000.0,471000000.0
Operating Income,19514000000.0,16327000000.0,14630000000.0,12722000000.0
Operating Expense,6026000000.0,5167000000.0,4446000000.0,4252000000.0
Depreciation Amortization Depletion Income Statement,1143000000.0,897000000.0,799000000.0,750000000.0
Depreciation And Amortization In Income Statement,1143000000.0,897000000.0,799000000.0,750000000.0
Selling General And Administration,4883000000.0,4270000000.0,3647000000.0,3502000000.0
Selling And Marketing Expense,929000000.0,815000000.0,825000000.0,789000000.0
General And Administrative Expense,3954000000.0,3455000000.0,2822000000.0,2713000000.0
Other Gand A,3954000000.0,3455000000.0,2822000000.0,2713000000.0
Gross Profit,25540000000.0,21494000000.0,19076000000.0,16974000000.0
Cost Of Revenue,7251000000.0,6673000000.0,6022000000.0,5263000000.0
Total Revenue,32791000000.0,28167000000.0,25098000000.0,22237000000.0
Operating Revenue,32791000000.0,28167000000.0,25098000000.0,22237000000.0
