period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.40244,4.27,4.49,3.73,27,0.18030001
+1q,4.84844,4.75,5.00604,4.15,26,0.1683
0y,19.59812,19.15,20.11363,17.01,35,0.1522
+1y,22.66326,21.9,23.58918,19.59812,36,0.15640001
