,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,-44520000.0,0.0,-1368000.0,0.0,
Tax Rate For Calcs,0.116959,0.21,0.143275,0.171,0.164319,
Normalized EBITDA,452000000.0,397000000.0,464000000.0,427000000.0,330000000.0,
Total Unusual Items,,-212000000.0,0.0,-8000000.0,,29900000.0
Total Unusual Items Excluding Goodwill,,-212000000.0,0.0,-8000000.0,,29900000.0
Net Income From Continuing Operation Net Minority Interest,305000000.0,138000000.0,295000000.0,252000000.0,184000000.0,
Reconciled Depreciation,78000000.0,85000000.0,81000000.0,81000000.0,78000000.0,
Reconciled Cost Of Revenue,1089000000.0,708000000.0,1268000000.0,1191000000.0,1003000000.0,
EBITDA,452000000.0,185000000.0,464000000.0,419000000.0,330000000.0,
EBIT,374000000.0,100000000.0,383000000.0,338000000.0,252000000.0,
Net Interest Income,-29000000.0,-34000000.0,-37000000.0,-37000000.0,-35000000.0,
Interest Expense,32000000.0,37000000.0,41000000.0,39000000.0,39000000.0,
Interest Income,3000000.0,3000000.0,4000000.0,2000000.0,4000000.0,
Normalized Income,305000000.0,305480000.0,295000000.0,258632000.0,184000000.0,
Net Income From Continuing And Discontinued Operation,305000000.0,138000000.0,295000000.0,252000000.0,184000000.0,
Total Expenses,1739000000.0,1858000000.0,1766000000.0,1660000000.0,1635000000.0,
Diluted Average Shares,112900000.0,113000000.0,113000000.0,113300000.0,113500000.0,
Basic Average Shares,112357908.0,112434397.0,112434397.0,112716471.0,113072948.0,
Diluted EPS,2.69,1.227382,2.6,2.22,1.61,
Basic EPS,2.71454,1.227382,2.623752,2.235698,1.627268,
Diluted NI Availto Com Stockholders,304000000.0,139000000.0,294000000.0,251000000.0,183000000.0,
Net Income Common Stockholders,304000000.0,139000000.0,294000000.0,251000000.0,183000000.0,
Otherunder Preferred Stock Dividend,1000000.0,-1000000.0,1000000.0,1000000.0,1000000.0,
Net Income,305000000.0,138000000.0,295000000.0,252000000.0,184000000.0,
Minority Interests,3000000.0,108000000.0,2000000.0,4000000.0,6000000.0,
Net Income Including Noncontrolling Interests,302000000.0,30000000.0,293000000.0,248000000.0,178000000.0,
Net Income Continuous Operations,302000000.0,30000000.0,293000000.0,248000000.0,178000000.0,
Tax Provision,40000000.0,33000000.0,49000000.0,51000000.0,35000000.0,
Pretax Income,342000000.0,63000000.0,342000000.0,299000000.0,213000000.0,
Other Income Expense,5000000.0,-361000000.0,1000000.0,-5000000.0,2000000.0,
Other Non Operating Income Expenses,5000000.0,-149000000.0,1000000.0,3000000.0,2000000.0,
Special Income Charges,,-212000000.0,0.0,-5000000.0,,
Restructuring And Mergern Acquisition,,-12000000.0,0.0,5000000.0,,
Gain On Sale Of Security,,0.0,,-3000000.0,,-800000.0
Net Non Operating Interest Income Expense,-29000000.0,-34000000.0,-37000000.0,-37000000.0,-35000000.0,
Interest Expense Non Operating,32000000.0,37000000.0,41000000.0,39000000.0,39000000.0,
Interest Income Non Operating,3000000.0,3000000.0,4000000.0,2000000.0,4000000.0,
Operating Income,366000000.0,458000000.0,378000000.0,341000000.0,246000000.0,
Operating Expense,650000000.0,1150000000.0,498000000.0,469000000.0,632000000.0,
Research And Development,172000000.0,,,,156000000.0,
Selling General And Administration,478000000.0,471000000.0,498000000.0,469000000.0,476000000.0,
Gross Profit,1016000000.0,1608000000.0,876000000.0,810000000.0,878000000.0,
Cost Of Revenue,1089000000.0,708000000.0,1268000000.0,1191000000.0,1003000000.0,
Total Revenue,2105000000.0,2316000000.0,2144000000.0,2001000000.0,1881000000.0,
Operating Revenue,2105000000.0,2316000000.0,2144000000.0,2001000000.0,1881000000.0,
