period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2158206830,2126000000,2210000000,19,2001000000,0.078600004
+1q,2229600180,2193170000,2277000000,19,2144000000,0.0399
0y,8868500160,8684000000,9109078000,26,8342000000,0.0631
+1y,9405088760,9232000000,9802986980,26,8868500160,0.060500003
