period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.87975,2.79,2.95,2.45,21,0.1754
+1q,3.0906,2.85,3.3,2.82,21,0.096
0y,12.13938,11.65,12.69,10.53,28,0.1528
+1y,13.73371,13.09,14.69,12.13938,28,0.1313
