,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,2496000.0,6792000.0,-38974000.0,319104000.0
Tax Rate For Calcs,0.192,0.283,0.026,0.192
Total Unusual Items,13000000.0,24000000.0,-1499000000.0,1662000000.0
Total Unusual Items Excluding Goodwill,13000000.0,24000000.0,-1499000000.0,1662000000.0
Net Income From Continuing Operation Net Minority Interest,5957000000.0,3434000000.0,5164000000.0,6704000000.0
Reconciled Depreciation,2775000000.0,2775000000.0,3035000000.0,2937000000.0
EBIT,9189000000.0,6704000000.0,6959000000.0,9625000000.0
Net Interest Income,-1408000000.0,-1435000000.0,-1446000000.0,-1228000000.0
Interest Expense,1408000000.0,1435000000.0,1446000000.0,1228000000.0
Normalized Income,5946496000.0,3416792000.0,6624026000.0,5361104000.0
Net Income From Continuing And Discontinued Operation,5957000000.0,3434000000.0,5164000000.0,6704000000.0
Total Expenses,267095000000.0,239115000000.0,189674000000.0,171634000000.0
Diluted Average Shares,268563000.0,283218000.0,296882000.0,313065000.0
Basic Average Shares,268563000.0,283218000.0,296882000.0,313065000.0
Diluted EPS,22.18,12.12,17.39,21.299091
Basic EPS,22.18,12.12,17.39,21.299091
Diluted NI Availto Com Stockholders,5957000000.0,3434000000.0,5164000000.0,6704000000.0
Net Income Common Stockholders,5957000000.0,3434000000.0,5164000000.0,6704000000.0
Net Income,5957000000.0,3434000000.0,5164000000.0,6704000000.0
Minority Interests,-331000000.0,-344000000.0,-208000000.0,-78000000.0
Net Income Including Noncontrolling Interests,6288000000.0,3778000000.0,5372000000.0,6782000000.0
Net Income Continuous Operations,6288000000.0,3778000000.0,5372000000.0,6782000000.0
Tax Provision,1493000000.0,1491000000.0,141000000.0,1615000000.0
Pretax Income,7781000000.0,5269000000.0,5513000000.0,8397000000.0
Other Income Expense,216672000000.0,185362000000.0,137243000000.0,128566000000.0
Special Income Charges,13000000.0,24000000.0,-1499000000.0,1662000000.0
Other Special Charges,-13000000.0,-24000000.0,1499000000.0,-1662000000.0
Net Non Operating Interest Income Expense,-1408000000.0,-1435000000.0,-1446000000.0,-1228000000.0
Interest Expense Non Operating,1408000000.0,1435000000.0,1446000000.0,1228000000.0
Other Operating Expenses,214991000000.0,182509000000.0,133801000000.0,124834000000.0
Depreciation And Amortization In Income Statement,1743000000.0,1703000000.0,1819000000.0,1876000000.0
Amortization,1743000000.0,1703000000.0,1819000000.0,1876000000.0
Selling General And Administration,14617000000.0,14844000000.0,14822000000.0,13174000000.0
Total Revenue,274876000000.0,244384000000.0,195187000000.0,180031000000.0
Operating Revenue,274876000000.0,244384000000.0,195187000000.0,180031000000.0
Loss Adjustment Expense,34349000000.0,38648000000.0,36287000000.0,32184000000.0
Net Policyholder Benefits And Claims,34349000000.0,38648000000.0,36287000000.0,32184000000.0
