period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,66297530740,65011000000,69118818000,10,65502000000,0.0121
+1q,69843479920,68862562320,72410000000,10,67178000000,0.0397
0y,282785515020,279467000000,292292000000,13,274900000000,0.0287
+1y,299259721500,291891000000,315032000000,13,282785515020,0.0583
