Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-19,2026-03-05,"[datetime.date(2026, 4, 30)]",7.92,7.09,7.62133,69118818000,65011000000,66297530740
