,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-181000000.0,1458000000.0,710000000.0,-699000000.0,-1745000000.0,
Repurchase Of Capital Stock,0.0,0.0,-400000000.0,0.0,0.0,
Repayment Of Debt,-40000000.0,-28000000.0,-951000000.0,-57000000.0,-22000000.0,
Issuance Of Debt,0.0,750000000.0,900000000.0,0.0,20000000.0,
Capital Expenditure,-986000000.0,-390000000.0,-767000000.0,-806000000.0,-729000000.0,
End Cash Position,3748000000.0,4091000000.0,2062000000.0,1942000000.0,3129000000.0,
Beginning Cash Position,4091000000.0,2062000000.0,1942000000.0,3129000000.0,1882000000.0,
Changes In Cash,-343000000.0,2029000000.0,120000000.0,-1187000000.0,1247000000.0,
Financing Cash Flow,-171000000.0,644000000.0,-485000000.0,-408000000.0,-109000000.0,
Cash Flow From Continuing Financing Activities,-171000000.0,644000000.0,-485000000.0,-408000000.0,-109000000.0,
Net Other Financing Charges,-10000000.0,43000000.0,88000000.0,-229000000.0,4000000.0,
Cash Dividends Paid,-121000000.0,-121000000.0,-122000000.0,-122000000.0,-111000000.0,
Common Stock Dividend Paid,-121000000.0,-121000000.0,-122000000.0,-122000000.0,-111000000.0,
Net Common Stock Issuance,0.0,0.0,-400000000.0,0.0,0.0,
Common Stock Payments,0.0,0.0,-400000000.0,0.0,0.0,
Net Issuance Payments Of Debt,-40000000.0,722000000.0,-51000000.0,-57000000.0,-2000000.0,
Net Short Term Debt Issuance,0.0,750000000.0,900000000.0,0.0,0.0,
Short Term Debt Payments,0.0,0.0,0.0,0.0,0.0,
Short Term Debt Issuance,0.0,750000000.0,900000000.0,0.0,0.0,
Net Long Term Debt Issuance,-40000000.0,-28000000.0,-951000000.0,-57000000.0,-2000000.0,
Long Term Debt Payments,-40000000.0,-28000000.0,-951000000.0,-57000000.0,-22000000.0,
Long Term Debt Issuance,0.0,0.0,0.0,0.0,20000000.0,
Investing Cash Flow,-977000000.0,-463000000.0,-872000000.0,-886000000.0,2372000000.0,
Cash Flow From Continuing Investing Activities,-977000000.0,-463000000.0,-872000000.0,-886000000.0,2372000000.0,
Net Other Investing Changes,99000000.0,6000000.0,-4000000.0,-12000000.0,3172000000.0,
Net Investment Purchase And Sale,-90000000.0,-79000000.0,-101000000.0,-68000000.0,-71000000.0,
Sale Of Investment,1421000000.0,1695000000.0,1746000000.0,2084000000.0,1071000000.0,
Purchase Of Investment,-1511000000.0,-1774000000.0,-1847000000.0,-2152000000.0,-1142000000.0,
Capital Expenditure Reported,-986000000.0,-390000000.0,-767000000.0,-806000000.0,-729000000.0,
Operating Cash Flow,805000000.0,1848000000.0,1477000000.0,107000000.0,-1016000000.0,
Cash Flow From Continuing Operating Activities,805000000.0,1848000000.0,1477000000.0,107000000.0,-1016000000.0,
Change In Working Capital,231000000.0,155000000.0,164000000.0,-557000000.0,-2631000000.0,
Change In Other Working Capital,141000000.0,422000000.0,-39000000.0,-350000000.0,-3265000000.0,
Change In Payables And Accrued Expense,341000000.0,204000000.0,61000000.0,-290000000.0,1159000000.0,
Change In Inventory,-72000000.0,-79000000.0,-81000000.0,98000000.0,-130000000.0,
Change In Receivables,-179000000.0,-392000000.0,223000000.0,-15000000.0,-395000000.0,
Changes In Account Receivables,-179000000.0,-392000000.0,223000000.0,-15000000.0,-395000000.0,
Other Non Cash Items,-585000000.0,176000000.0,331000000.0,-427000000.0,516000000.0,
Unrealized Gain Loss On Investment Securities,,-19000000.0,,,,104000000.0
Deferred Tax,25000000.0,234000000.0,112000000.0,-98000000.0,-136000000.0,
Deferred Income Tax,25000000.0,234000000.0,112000000.0,-98000000.0,-136000000.0,
Depreciation Amortization Depletion,482000000.0,485000000.0,490000000.0,480000000.0,483000000.0,
Depreciation And Amortization,482000000.0,485000000.0,490000000.0,480000000.0,483000000.0,
Amortization Cash Flow,4000000.0,4000000.0,5000000.0,5000000.0,4000000.0,
Amortization Of Intangibles,4000000.0,4000000.0,5000000.0,5000000.0,4000000.0,
Depreciation,478000000.0,481000000.0,485000000.0,475000000.0,479000000.0,
Operating Gains Losses,476000000.0,-112000000.0,-728000000.0,580000000.0,17000000.0,
Gain Loss On Investment Securities,476000000.0,-112000000.0,-728000000.0,580000000.0,17000000.0,
Net Income From Continuing Operations,432000000.0,929000000.0,833000000.0,129000000.0,850000000.0,
