period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.68179,1.87433,3.12,2.14,8,0.2532
+1q,2.53012,2.1,3.34,1.91,8,0.3247
0y,11.59143,10.9,12.0,9.39,13,0.2344
+1y,13.896,12.13,16.54,11.59143,19,0.1988
