,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-102752000.0,14022000.0,117234000.0,-2520000.0,
Tax Rate For Calcs,0.338,0.171,0.351,0.21,
Normalized EBITDA,6263000000.0,6947000000.0,4427000000.0,1570000000.0,
Total Unusual Items,-304000000.0,82000000.0,334000000.0,-12000000.0,
Total Unusual Items Excluding Goodwill,-304000000.0,82000000.0,334000000.0,-12000000.0,
Net Income From Continuing Operation Net Minority Interest,2319000000.0,3749000000.0,1623000000.0,-160000000.0,
Reconciled Depreciation,1937000000.0,2007000000.0,1883000000.0,1849000000.0,
Reconciled Cost Of Revenue,19888000000.0,16694000000.0,20899000000.0,21545000000.0,
EBITDA,5959000000.0,7029000000.0,4761000000.0,1558000000.0,
EBIT,4022000000.0,5022000000.0,2878000000.0,-291000000.0,
Net Interest Income,-511000000.0,-506000000.0,-431000000.0,-251000000.0,
Interest Expense,511000000.0,506000000.0,431000000.0,251000000.0,
Interest Income,,,,93000000.0,98000000.0
Normalized Income,2520248000.0,3681022000.0,1406234000.0,-150520000.0,
Net Income From Continuing And Discontinued Operation,2319000000.0,3749000000.0,1623000000.0,-160000000.0,
Total Expenses,21335000000.0,18720000000.0,22532000000.0,24848000000.0,
Total Operating Income As Reported,3086000000.0,4352000000.0,1610000000.0,495000000.0,
Diluted Average Shares,314000000.0,315000000.0,324000000.0,327000000.0,
Basic Average Shares,313000000.0,315000000.0,323000000.0,327000000.0,
Diluted EPS,7.4,11.89,5.01,-0.489297,
Basic EPS,7.4,11.91,5.02,-0.489297,
Diluted NI Availto Com Stockholders,2319000000.0,3749000000.0,1623000000.0,-160000000.0,
Net Income Common Stockholders,2319000000.0,3749000000.0,1623000000.0,-160000000.0,
Net Income,2319000000.0,3749000000.0,1623000000.0,-160000000.0,
Minority Interests,-4000000.0,11000000.0,46000000.0,7000000.0,
Net Income Including Noncontrolling Interests,2323000000.0,3738000000.0,1577000000.0,-167000000.0,
Net Income Continuous Operations,2323000000.0,3738000000.0,1577000000.0,-167000000.0,
Earnings From Equity Interest Net Of Tax,-1000000.0,-4000000.0,-11000000.0,-13000000.0,
Tax Provision,1187000000.0,774000000.0,859000000.0,-388000000.0,
Pretax Income,3511000000.0,4516000000.0,2447000000.0,-542000000.0,
Other Income Expense,-176000000.0,174000000.0,492000000.0,117000000.0,
Other Non Operating Income Expenses,128000000.0,92000000.0,158000000.0,129000000.0,
Special Income Charges,0.0,71000000.0,27000000.0,1000000.0,
Gain On Sale Of Ppe,0.0,71000000.0,27000000.0,1000000.0,
Gain On Sale Of Security,-304000000.0,11000000.0,307000000.0,-13000000.0,
Net Non Operating Interest Income Expense,-511000000.0,-506000000.0,-431000000.0,-251000000.0,
Interest Expense Non Operating,511000000.0,506000000.0,431000000.0,251000000.0,
Interest Income Non Operating,,,,93000000.0,98000000.0
Operating Income,4198000000.0,4848000000.0,2386000000.0,-408000000.0,
Operating Expense,495000000.0,1142000000.0,846000000.0,2545000000.0,
Other Operating Expenses,-1112000000.0,-567000000.0,-803000000.0,902000000.0,
Other Taxes,622000000.0,586000000.0,553000000.0,552000000.0,
Depreciation Amortization Depletion Income Statement,985000000.0,1123000000.0,1096000000.0,1091000000.0,
Depreciation And Amortization In Income Statement,985000000.0,1123000000.0,1096000000.0,1091000000.0,
Selling General And Administration,,,-54000000.0,-110000000.0,0.0
General And Administrative Expense,,,-54000000.0,-110000000.0,
Salaries And Wages,,,-54000000.0,-110000000.0,0.0
Gross Profit,4693000000.0,5990000000.0,3232000000.0,2137000000.0,
Cost Of Revenue,20840000000.0,17578000000.0,21686000000.0,22303000000.0,
Total Revenue,25533000000.0,23568000000.0,24918000000.0,24440000000.0,
Operating Revenue,25533000000.0,23568000000.0,24918000000.0,24440000000.0,
