period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,9328954670,7719422240,11435000000,6,6788000000,0.3743
+1q,8007505290,6571100000,9325045210,6,6101000000,0.3125
0y,32109274850,21543741080,41015000000,12,25533000000,0.2576
+1y,33784099510,22959840970,41570000000,12,32109274850,0.052199997
