,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.161,16858610,1713340487,-0.0085
1,2025-12-31,Blackrock Inc.,0.1017,10649193,1082277455,-0.0735
2,2025-12-31,State Street Corporation,0.067,7011800,712609214,-0.073
3,2025-12-31,"FMR, LLC",0.057800002,6054382,615306826,0.1118
4,2025-12-31,"Viking Global Investors, L.P.",0.045500003,4764495,484215613,0.2386
5,2025-12-31,Invesco Ltd.,0.033,3452355,350862829,0.384
6,2025-12-31,Victory Capital Management Inc.,0.0304,3187532,323948868,-0.0435
7,2025-12-31,"Geode Capital Management, LLC",0.028499998,2988931,303765049,-0.0032
8,2025-12-31,CenterSquare Investment Management LLC,0.027,2828602,287470813,0.0359
9,2025-12-31,Goldman Sachs Group Inc,0.0202,2113896,214835244,0.6411
