address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
2800 Post Oak Boulevard,Suite 2700,Houston,TX,77056,United States,713 354 2500,713 354 2700,https://www.camdenliving.com,REIT - Residential,reit-residential,REIT - Residential,Real Estate,real-estate,Real Estate,"Camden Property Trust, an S&P 500 Company, is a real estate company. The firm is primarily engaged in the ownership, management, development, redevelopment, acquisition, and construction of multifamily apartment communities. Camden owns and operates 172 properties containing 58,759 apartment homes across the United States. Upon completion of 3 properties currently under development, the Company's portfolio will increase to 59,921 apartment homes in 175 properties. Camden Property Trust was incorporated on May 5th 1993 in Texas, USA.",1640,"[{'maxAge': 1, 'name': 'Mr. Chad  Weaver', 'title': 'Vice President of Real Estate Investments', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Amy  Funk', 'title': 'Vice President of Real Estate Investments', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Todd  Triggs', 'title': 'Vice President of Real Estate Investments', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Will  Smith', 'title': 'Vice President of Real Estate Investments', 'exercisedValue': 0, 'unexercisedValue': 0}]",3,6,9,7,8,1775001600,http://www.snl.com/irweblinkx/corporateprofile.aspx?iid=103094,[],86400,2,101.09,101.08,101.08,102.06,101.09,101.08,101.08,102.06,4.24,4.21,1774915200,1.1863999,3.3,0.848,28.70904,58.22934,338353,338353,1235260,1377990,1377990,101.57,101.66,200,300,10643354624,10552243248,96.53,121.33,180.37,16.38,6.7075725,104.9258,106.86685,4.2,0.041547135,USD,False,14691305472,0.24229,104338272,104726511,5122327,4552484,1770940800,1773360000,0.0495,0.01396,1.0453,5.61,0.069699995,104726511,41.015,2.4778738,1767139200,1798675200,1767139200,2.835,383638016,3.54,1.74534,9.259,16.326,-0.051065445,0.32693863,1.06,1774915200,EQUITY,101.63,131.0,105.0,115.20455,113.5,2.45833,buy,22,25203000,0.237,899886976,3923490048,0.021,0.029,1586766976,88.402,14.641,0.0202,0.08598,979531008,767721856,826620992,2.876,0.022,0.61731,0.56712,0.19797,USD,CPT,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Camden Property Trust,REGULAR,[],1775578670,NYQ,finmb_329202,America/New_York,EDT,-14400000,us_market,False,0.5341784,101.63,Camden Property Trust,True,743347800000,0.5400009,101.08 - 102.06,NYSE,1235260,5.0999985,0.0528333,96.53 - 121.33,-19.700005,-0.16236714,-5.1065445,1776384000,1777579200,1777579200,1777579200,1777647600,1777647600,False,3.54,1.74534,1.2939,78.54548,-3.2957993,-0.03141076,-5.2368546,-0.049003545,15,0,2.5 - Buy,False,
