period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,6.66979,5.01,7.36,7.2,23,-0.0736
+1q,4.59807,3.86,5.367,4.08,23,0.127
0y,17.85731,17.53,18.89,16.35,28,0.0922
+1y,20.10351,18.3,21.59,17.85731,26,0.1258
