period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,109737783560,106849000000,113682000000,16,109575000000,0.0015
+1q,109610699290,109015032770,110804000000,16,111616000000,-0.018
0y,441888830740,437665000000,457502000000,23,447567000000,-0.0127
+1y,456409329310,443582000000,476102000000,23,441888830740,0.032899998
