,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,596000000.0,1009000000.0,-118000000.0,-169000000.0,923000000.0,
Repurchase Of Capital Stock,-252000000.0,-187000000.0,-252000000.0,-337000000.0,-245000000.0,
Repayment Of Debt,-1920000000.0,-1018000000.0,-877000000.0,-6000000.0,-18000000.0,
Issuance Of Debt,3982000000.0,465000000.0,1239000000.0,332000000.0,867000000.0,
Capital Expenditure,-836000000.0,-458000000.0,-690000000.0,-768000000.0,-430000000.0,
Interest Paid Supplemental Data,327000000.0,,,181000000.0,,
Income Tax Paid Supplemental Data,,,,5000000.0,,
End Cash Position,822000000.0,638000000.0,495000000.0,596000000.0,1222000000.0,
Beginning Cash Position,638000000.0,495000000.0,596000000.0,1222000000.0,940000000.0,
Changes In Cash,184000000.0,143000000.0,-101000000.0,-626000000.0,282000000.0,
Financing Cash Flow,986000000.0,-833000000.0,-63000000.0,-164000000.0,-754000000.0,
Cash Flow From Continuing Financing Activities,986000000.0,-833000000.0,-63000000.0,-164000000.0,-754000000.0,
Net Other Financing Charges,-672000000.0,5000000.0,-29000000.0,-49000000.0,-1208000000.0,
Cash Dividends Paid,-152000000.0,-98000000.0,-144000000.0,-104000000.0,-150000000.0,
Preferred Stock Dividend Paid,-75000000.0,-21000000.0,-75000000.0,-21000000.0,-75000000.0,
Common Stock Dividend Paid,-77000000.0,-77000000.0,-69000000.0,-83000000.0,-75000000.0,
Net Common Stock Issuance,-252000000.0,-187000000.0,-252000000.0,-337000000.0,-245000000.0,
Common Stock Payments,-252000000.0,-187000000.0,-252000000.0,-337000000.0,-245000000.0,
Net Issuance Payments Of Debt,2062000000.0,-553000000.0,362000000.0,326000000.0,849000000.0,
Net Short Term Debt Issuance,0.0,100000000.0,43000000.0,332000000.0,,0.0
Short Term Debt Payments,,,,,,-1352000000.0
Short Term Debt Issuance,0.0,100000000.0,43000000.0,332000000.0,,0.0
Net Long Term Debt Issuance,2062000000.0,-653000000.0,319000000.0,-6000000.0,1599000000.0,
Long Term Debt Payments,-1920000000.0,-1018000000.0,-877000000.0,-6000000.0,-18000000.0,
Long Term Debt Issuance,3982000000.0,365000000.0,1196000000.0,0.0,1617000000.0,
Investing Cash Flow,-2234000000.0,-491000000.0,-610000000.0,-1061000000.0,-317000000.0,
Cash Flow From Continuing Investing Activities,-2234000000.0,-491000000.0,-610000000.0,-1061000000.0,-317000000.0,
Net Other Investing Changes,-350000000.0,-47000000.0,86000000.0,-288000000.0,60000000.0,
Net Investment Purchase And Sale,-6000000.0,-7000000.0,-6000000.0,-5000000.0,-6000000.0,
Sale Of Investment,1033000000.0,1096000000.0,917000000.0,2107000000.0,643000000.0,
Purchase Of Investment,-1039000000.0,-1103000000.0,-923000000.0,-2112000000.0,-649000000.0,
Net Business Purchase And Sale,-1140000000.0,0.0,0.0,0.0,0.0,
Purchase Of Business,-1140000000.0,0.0,0.0,0.0,0.0,
Net PPE Purchase And Sale,98000000.0,21000000.0,0.0,0.0,59000000.0,
Sale Of PPE,98000000.0,21000000.0,0.0,0.0,59000000.0,
Capital Expenditure Reported,-836000000.0,-458000000.0,-690000000.0,-768000000.0,-430000000.0,
Operating Cash Flow,1432000000.0,1467000000.0,572000000.0,599000000.0,1353000000.0,
Cash Flow From Continuing Operating Activities,1432000000.0,1467000000.0,572000000.0,599000000.0,1353000000.0,
Change In Working Capital,-72000000.0,29000000.0,-539000000.0,-506000000.0,-301000000.0,
Change In Other Working Capital,59000000.0,-84000000.0,-568000000.0,-271000000.0,584000000.0,
Change In Payables And Accrued Expense,92000000.0,113000000.0,29000000.0,-235000000.0,115000000.0,
Change In Accrued Expense,30000000.0,76000000.0,-24000000.0,-126000000.0,57000000.0,
Change In Interest Payable,-36000000.0,37000000.0,-56000000.0,51000000.0,-29000000.0,
Change In Payable,62000000.0,37000000.0,53000000.0,-109000000.0,58000000.0,
Change In Tax Payable,46000000.0,37000000.0,53000000.0,-109000000.0,39000000.0,
Change In Income Tax Payable,46000000.0,37000000.0,53000000.0,-109000000.0,39000000.0,
Other Non Cash Items,-205000000.0,57000000.0,-92000000.0,91000000.0,-100000000.0,
Stock Based Compensation,31000000.0,36000000.0,25000000.0,21000000.0,24000000.0,
Unrealized Gain Loss On Investment Securities,26000000.0,-90000000.0,-89000000.0,15000000.0,17000000.0,
Asset Impairment Charge,204000000.0,70000000.0,111000000.0,44000000.0,51000000.0,
Deferred Tax,66000000.0,196000000.0,57000000.0,-185000000.0,-59000000.0,
Deferred Income Tax,66000000.0,196000000.0,57000000.0,-185000000.0,-59000000.0,
Depreciation Amortization Depletion,725000000.0,691000000.0,762000000.0,772000000.0,740000000.0,
Depreciation And Amortization,725000000.0,691000000.0,762000000.0,772000000.0,740000000.0,
Operating Gains Losses,424000000.0,-174000000.0,10000000.0,615000000.0,491000000.0,
Gain Loss On Investment Securities,424000000.0,-174000000.0,10000000.0,615000000.0,491000000.0,
Gain Loss On Sale Of PPE,,,,,0.0,0.0
Net Income From Continuing Operations,233000000.0,652000000.0,327000000.0,-268000000.0,490000000.0,
