period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5715096090,4778000000,6436138000,5,3933000000,0.45310003
+1q,6163501610,5498000000,7293000000,5,4250000000,0.4502
0y,22956952400,18753000000,27802564000,13,17738000000,0.2942
+1y,24524200630,18746000000,29197210000,13,22956952400,0.0683
