Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-31,2026-03-20,"[datetime.date(2026, 5, 7)]",1.79,-0.84,0.86269,6436138000,4778000000,5715096090
