period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.54989,0.98,2.54124,-0.93,6,2.6664999
+1q,2.06222,1.56,2.71,0.81,6,1.546
0y,8.61668,7.2,9.88522,2.18,11,2.9526
+1y,10.70482,8.55,13.00118,8.61668,10,0.24229999
