period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.23416,2.14,2.38287,2.25,21,-0.0069999998
+1q,1.82871,1.66,1.99,1.81,21,0.010299999
0y,7.16435,6.97,7.4,6.75,28,0.0614
+1y,8.17336,7.70944,8.8,7.16435,26,0.1408
